ref_id,work_id,ref_doi,ref_search,ref_quality,openalex_id,oa_title,match_method,confidence
1041_a11,1041,NA,Paul Rand: A Designer’s Art Rand 1985,anystyle,W1596373159,Paul Rand: A Designer’s Art,offline_title_exact,1
1042_a6,1042,NA,Testing Burrows’s Delta Hoover 2004,anystyle,W2040162312,Testing Burrows's Delta,offline_title_exact,1
1042_a10,1042,NA,A Prototype for Authorship Attribution Studies Juola; Sofko; Brennan 2006,anystyle,W2033768017,A Prototype for Authorship Attribution Studies,offline_title_exact,1
1043_a13,1043,NA,Testing Burrows’s Delta Hoover 2004,anystyle,W2040162312,Testing Burrows's Delta,offline_title_exact,1
1043_a14,1043,NA,"Corpus Stylistics, Stylometry, and the Styles of Henry James Hoover 2007",anystyle,W235857814,"Corpus Stylistics, Stylometry, and the Styles of Henry James",offline_title_exact,1
1043_a15,1043,NA,Quantitative Analysis and Literary Hoover 2007,anystyle,W1575216008,Quantitative Analysis and Literary Studies,offline_title_fuzzy,0.9619047619047618
1043_a16,1043,NA,A Companion to Digital Literary Studies,anystyle,W4302589881,A Companion to Digital Literary Studies,offline_title_exact,1
1043_a23,1043,NA,Can I Write like John le Carré? Rybicki 2006,anystyle,W3101827180,Can I write like John le Carré,offline_title_exact,1
1043_a28,1043,NA,Fates Worse than Death Vonnegut 1991,anystyle,W2797723128,Fates Worse than Death?,offline_title_exact,1
1043_a29,1043,NA,Knowledge and Skills in Translator Wilss 1996,anystyle,W2049190120,Knowledge and Skills in Translator Behavior,offline_title_fuzzy,0.958139534883721
1043_a31,1043,NA,A Prototype for Authorship Attribution Studies Juola; Sofko; Brennan 2006,anystyle,W2033768017,A Prototype for Authorship Attribution Studies,offline_title_exact,1
1044_a1,1044,NA,What is RDF? Bray 2001,anystyle,W1888270175,What Is RDF,offline_title_exact,1
1044_a5,1044,NA,Mind As Action Wertsch 1998,anystyle,W7094612236,Mind as action,offline_title_exact,1
1045_a1,1045,NA,Digital History Cohen; Rosenzweig 2005,anystyle,W6920278005,Digital History,offline_title_exact,1
1045_a6,1045,NA,Controlled infection! Spreading the brand message through viral marketing Dobele; Toleman; Beverland 2005,anystyle,W2055065256,Controlled infection! Spreading the brand message through viral marketing,offline_title_exact,1
1045_a9,1045,NA,Sustainability and Revenue Models for Online Academic Resources: An Ithaka Report Guthrie; Griffiths; Maron 2008,anystyle,W7043673027,Sustainability and revenue models for online academic resources an Ithaka report,offline_title_exact,1
1045_a10,1045,NA,Reconsidering Models of Influence: The Relationship between Consumer Social Networks and Word-of,anystyle,W1969543263,Reconsidering Models of Influence: The Relationship between Consumer Social Networks and Word-of-Mouth Effectiveness,offline_title_fuzzy,0.9652173913043479
1048_a1,1048,NA,"What is Text, Really? Renear 1990",anystyle,W2091780959,"What is text, really?",offline_title_exact,1
1048_a3,1048,NA,Making CONCUR work 2005,anystyle,W7050602670,Making CONCUR work,offline_title_exact,1
1048_a4,1048,NA,What is transcription? 2008,anystyle,W4327522128,What is Transcription?,offline_title_exact,1
1048_a7,1048,NA,Refining our Notion of What Text Really Is: The Problem of Overlapping Hierarchies”,anystyle,W1503669979,Refining our Notion of What Text Really Is: The Problem of Overlapping Hierarchies,offline_title_exact,1
1050_a1,1050,NA,InfoXtract Srihari; Li; Niu; Cornell 2008,anystyle,W2126069159,InfoXtract,offline_title_exact,1
1050_a6,1050,NA,Using Verbs and Adjectives to Automatically Classify,anystyle,W2398854657,Using Verbs and Adjectives to Automatically Classify Blog Sentiment.,offline_title_fuzzy,0.9552238805970149
1050_a9,1050,NA,An evaluation of text classification methods for literary study Yu 2008,anystyle,W2031253971,An evaluation of text classification methods for literary study,offline_title_exact,1
1051_a8,1051,NA,Digital Image Craig-McFeely; Lock 2006,anystyle,W4298286908,Digital Image,offline_title_exact,1
1051_a10,1051,NA,The practice of Handwriting Identification Davis 2007,anystyle,W2109578190,The Practice of Handwriting Identification,offline_title_exact,1
1051_a14,1051,NA,Vocabulaire codicologique Muzerelle 2003,anystyle,W6997411744,Vocabulaire codicologique arabe,offline_title_fuzzy,0.9612903225806452
1051_a16,1051,NA,Jahrbuch für Computerphilologie 10 Puccini,anystyle,W7057459923,Jahrbuch für Computerphilologie,offline_title_fuzzy,0.9823529411764705
1051_a19,1051,NA,Care and Conservation of Manuscripts,anystyle,W4409334493,Care and conservation of manuscripts,offline_title_exact,1
1051_a26,1051,NA,Kodikologie und Paläographie im Digitalen Zeitalter—Codicology and Palaeography in the Digital Age forthcoming,anystyle,W6992062938,Kodikologie und Paläographie im digitalen Zeitalter = Codicology and palaeography in the digital age,offline_title_exact,1
1053_a2,1053,NA,Word Association W.; P 1990,anystyle,W1574048057,Word-associationを利用したメディア英語学習:語彙習得の場合,offline_title_exact,1
1053_a5,1053,NA,Modes of Meaning’ Firth 1957,anystyle,W4394869660,Modes of Meaning,offline_title_exact,1
1053_a9,1053,NA,Investigating Dickens’ Style: A Collocational Hori 2004,anystyle,W261272276,Investigating Dickens' style : a collocational analysis,offline_title_fuzzy,0.9653846153846153
1053_a11,1053,NA,Pattern Grammar Hunston; Framcis 1999,anystyle,W4238067037,Pattern Grammar,offline_title_exact,1
1053_a13,1053,NA,A Dictionary of English Collocations Kjellmer 1994,anystyle,W601307391,英语搭配大词典 = A dictionary of English collocations,offline_title_exact,1
1053_a15,1053,NA,Irony in the text or insincerity in the writer? The diagnostic potential of semantic prosodies’ Louw 1993 2004,anystyle,W2494192906,Irony in the Text or Insincerity in the Writer? — The Diagnostic Potential of Semantic Prosodies,offline_title_exact,1
1053_a16,1053,NA,Corpus Linguistics: Readings in a Widening Discipline,anystyle,W2085852932,Corpus Linguistics: Readings in a Widening Discipline,offline_title_exact,1
1053_a17,1053,NA,The Linguistics of Political Argument Partington 2003,anystyle,W4235053634,The Linguistics of Political Argument,offline_title_exact,1
1053_a20,1053,NA,The Linguistics of Laughter: A Partington 2006,anystyle,W4238541275,The Linguistics of Laughter,offline_title_fuzzy,0.9862068965517241
1053_a24,1053,NA,Words and Phrases: Corpus studies of lexical semantics Stubbs 2001,anystyle,W2126117249,Words and Phrases: Corpus Studies of Lexical Semantics,offline_title_exact,1
1053_a26,1053,NA,Investigating Stylistic Variation in Tabata 2002,anystyle,W1563052720,Investigating Stylistic Variation,offline_title_fuzzy,0.9833333333333333
1053_a31,1053,NA,Approaches to Style and Discourse in English,anystyle,W620901651,Approaches to style and discourse in English,offline_title_exact,1
1053_a32,1053,NA,Profiling stylistic variations in Dickens and Smollett through correspondence analysis of low frequency words’ Tabata 2005,anystyle,W7097595615,Profiling stylistic variations in Dickens and Smollett through correspondence analysis of low frequency words,offline_title_exact,1
1054_a1,1054,NA,Digital Futures Deegan; Tanner 2002,anystyle,W4297684549,Digital futures,offline_title_exact,1
1054_a2,1054,NA,Strategies for the Information Age,anystyle,W4239205658,Strategies for the Information Age,offline_title_exact,1
1054_a3,1054,NA,Cataloguing in an Electronic Age” Gorman 2003,anystyle,W2152990662,Cataloguing in an Electronic Age,offline_title_exact,1
1054_a4,1054,NA,Electronic Cataloguing: AACR2 and Metadata for Serials and Monographs 2003,anystyle,W2255925181,Electronic cataloguing: AACR2 and Metadata for Serials and Monographs.,offline_title_exact,1
1054_a7,1054,NA,Digitizing collections: strategic issues for the information manager Hughes 2004,anystyle,W4234557929,Digitizing collections—Strategic issues for the information manager,offline_title_exact,1
1054_a8,1054,NA,"Digital Imaging, a Practical Handbook Lee 2002",anystyle,W1732953031,Digital Imaging: A Practical Handbook,offline_title_exact,1
1055_a6,1055,NA,Semantic Timeline Tools for History and Criticism Jensen 2006,anystyle,W6903962887,Semantic Timeline Tools for History and Criticism,offline_title_exact,1
1055_a7,1055,NA,An Approach to Maeda; Kimura 2008,anystyle,W4251834600,An 𝐸₈-approach to 𝐹₁,offline_title_exact,1
1055_a12,1055,NA,"Baby names, visualization, and social data analysis Wattenberg 2005",anystyle,W2101445598,"Baby Names, Visualization, and Social Data Analysis",offline_title_exact,1
1057_a17,1057,NA,Boston College Law School 2006-07-09,anystyle,W4205468582,Boston College Law School,offline_title_exact,1
1059_a2,1059,NA,Theory and Practice of Online Learning,anystyle,W1600758593,Theory and Practice of Online Learning,offline_title_exact,1
1059_a3,1059,NA,Digital Technologies and the Scholarship of Teaching and Learning in Sociology,anystyle,W2046046187,Digital Technologies and the Scholarship of Teaching and Learning in Sociology,offline_title_exact,1
1059_a7,1059,NA,Internet self-efficacy and the psychology of the digital divide Eastin; LaRose 2000,anystyle,W2102145433,Internet Self-Efficacy and the Psychology of the Digital Divide,offline_title_exact,1
1059_a13,1059,NA,"Research methods in computing: what are they, and how should we teach them?",anystyle,W6986955339,"Research Methods in Computing: What are they, and how should we teach them",offline_title_exact,1
1059_a20,1059,NA,E-Books in Research Libraries Owen,anystyle,W1545069372,E-Books in Research Libraries,offline_title_exact,1
1059_a22,1059,NA,Learning strategies and undergraduate research Polack-Wahl; Anewalt,anystyle,W2077861593,Learning strategies and undergraduate research,offline_title_exact,1
1059_a24,1059,NA,Planning and user interface affordances Amant,anystyle,W2035614649,Planning and user interface affordances,offline_title_exact,1
1060_a1,1060,NA,Delta for Middle Dutch: Author and copyist distinction in “Walewein”’,anystyle,W2117180230,Delta for Middle Dutch Author and Copyist Distinction in Walewein,offline_title_exact,1
1060_a2,1060,NA,The Quest for Uniqueness: Author and Copyist Distinction in Middle Dutch Arthurian Romances based on Computer-assisted Lexicon Analysis’,anystyle,W2582787477,'The Quest for Uniqueness: Author and Copyist Distinction in Middle Dutch Arthurian Romances based on Computer-assisted Lexicon Analysis,offline_title_exact,1
1060_a3,1060,NA,"Yesterday’s words: contemporary, current and future lexicography",anystyle,W6997578949,"Yesterday's words contemporary, current and future lexicography",offline_title_exact,1
1060_a4,1060,NA,Estimating distances between manuscripts based on copying errors’ Spencer; Howe 2001,anystyle,W2040075948,Estimating Distances between Manuscripts Based on Copying Errors,offline_title_exact,1
1060_a5,1060,NA,How accurate were scribes? A mathematical model’,anystyle,W2062813286,How Accurate Were Scribes? A Mathematical Model,offline_title_exact,1
1060_a6,1060,NA,Literary and Linguistic Computing 17,anystyle,W6974234441,Literary and Linguistic Computing,offline_title_fuzzy,0.9833333333333333
1063_a1,1063,NA,Plenty of room at the bottom? Personal digital libraries and collections” Beagrie 2005,anystyle,W2016971174,Plenty of Room at the Bottom? Personal Digital Libraries and Collections,offline_title_exact,1
1063_a2,1063,NA,Information behaviour that keeps found things found Bruce; Jones 2004,anystyle,W150329035,Information behaviour that keeps found things found,offline_title_exact,1
1063_a3,1063,NA,"Because topics often fade: letters, essays, notes, digital manuscripts and other John 2005",anystyle,W4388323954,"Because Topics Often Fade Letters, essays, notes, digital manuscripts and other unpublished works",offline_title_fuzzy,0.9617021276595745
1063_a5,1063,NA,Personal information management In B Jones 2007,anystyle,W3016736477,Personal Information Management,offline_title_fuzzy,0.9722222222222222
1063_a6,1063,NA,Annual review of information science and technology,anystyle,W2594146046,Annual review of information science and technology,offline_title_exact,1
1063_a7,1063,NA,To have and to hold Rosero; Pinch 2006,anystyle,W2083474304,To have and to hold,offline_title_exact,1
1063_a8,1063,NA,how do people organize their desks? Malone 1983,anystyle,W2156492599,How do people organize their desks?,offline_title_exact,1
1063_a10,1063,NA,The W D Hamilton Archive at the British Library Ethology Summers; John 2001,anystyle,W2066646653,The W.D. Hamilton Archive at the British Library,offline_title_fuzzy,0.9678571428571429
1065_a4,1065,NA,Beyond the Great Divide,anystyle,W2148376195,Beyond the Great Divide,offline_title_exact,1
1065_a8,1065,NA,A Self-Defining Game for One Cohen 2002,anystyle,W1963709184,A self-defining game for one player,offline_title_fuzzy,0.96
1065_a10,1065,NA,Conceptual Blending and Analogy’ Fauconnier 2001,anystyle,W4253433681,Conceptual Blending and Analogy,offline_title_exact,1
1065_a11,1065,NA,The Subject and the Text: Essays on literary theory and philosophy Frank 1989,anystyle,W389160869,The Subject and the Text: Essays on Literary Theory and Philosophy,offline_title_exact,1
1065_a14,1065,NA,Validity in Interpretation Yale Hirsch 1967,anystyle,W2797731190,Validity in Interpretation,offline_title_fuzzy,0.967741935483871
1065_a15,1065,NA,Dialogism: Bakhtin and His Holquist 1990,anystyle,W1527890017,Dialogism. Bakhtin and His World,offline_title_fuzzy,0.9612903225806452
1065_a16,1065,NA,"Aramis, or the Love of Technology Latour 1996",anystyle,W2090937473,"Aramis, or, The Love of Technology.",offline_title_exact,1
1065_a18,1065,NA,Intentionality: An Essay in the Philosophy of Mind Searle 1983,anystyle,W4229528790,Intentionality: An Essay in the Philosophy of Mind.,offline_title_exact,1
1065_a23,1065,NA,The Way We Fauconnier; Turner 2002,anystyle,W7098382214,the way we,offline_title_exact,1
1065_a26,1065,NA,A Behavior Language for Story-Based Believable Agents’ Mateas; Stern 2002,anystyle,W2163299954,A behavior language for story-based believable agents,offline_title_exact,1
1065_a27,1065,NA,The Role of Pérez; Aliseda 2006,anystyle,W7099137345,the role of,offline_title_exact,1
1067_a1,1067,NA,Developing an automated semantic analysis system for Early Modern English 2003,anystyle,W1571218391,Developing an automated semantic analysis system for Early Modern English,offline_title_exact,1
1067_a5,1067,NA,The History of English Spelling Culpeper; Archer forthcoming,anystyle,W4302789018,The History of English Spelling,offline_title_exact,1
1067_a7,1067,NA,Introduction to Early Modern English Görlach 1991,anystyle,W4229588232,Introduction to Early Modern English,offline_title_exact,1
1067_a14,1067,NA,Tagging the Bard: Evaluating the accuracy of a modern POS tagger on Early Modern English corpora Smith 2007,anystyle,W22792603,Tagging the Bard: Evaluating the accuracy of a modern POS tagger on Early Modern English corpora,offline_title_exact,1
1067_a15,1067,NA,Travelling Through Time with Corpus Annotation 2008,anystyle,W1907758552,Travelling through time with corpus annotation software,offline_title_fuzzy,0.9672727272727273
1068_a3,1068,NA,Guiding the reader to the next book,anystyle,W1974300993,Guiding the reader to the next book,offline_title_exact,1
1068_a8,1068,NA,Readability of Scanned Books in Digital Libraries 2008,anystyle,W1977063241,Readability of scanned books in digital libraries,offline_title_exact,1
1069_a5,1069,NA,Breaking the Maya Code Coe 1992,anystyle,W2334539557,Breaking the Maya Code,offline_title_exact,1
1069_a7,1069,NA,The Lost Chronicles of the Maya Kings Drew 1999,anystyle,W6983274144,The lost chronicles of the Maya kings,offline_title_exact,1
1069_a8,1069,NA,Broken Fingers: Classic Maya scribe capture and polity Consolidation Johnston 2001,anystyle,W2148384838,Broken fingers: Classic Maya scribe capture and polity consolidation,offline_title_exact,1
1070_a1,1070,NA,Word Frequency Distributions Baayen 2002,anystyle,W2665083193,Word Frequency Distributions,offline_title_exact,1
1070_a4,1070,NA,Two basic algorithms in concept analysis Ganter 1984,anystyle,W1711140305,Two Basic Algorithms in Concept Analysis,offline_title_exact,1
1070_a5,1070,NA,Information Grossman; Frieder 2004,anystyle,W565003440,横田哲治のINFORMATION レディースファームを知っていますか--北の大地で無殺菌牛乳生産に取組む,offline_title_exact,1
1070_a7,1070,NA,Poe Poe Poe Poe Poe Poe Poe Hoffman 1990,anystyle,W7070806022,Poe Poe Poe Poe Poe Poe Poe,offline_title_exact,1
1070_a8,1070,NA,Geometry and Meaning Widdows 2004,anystyle,W1538369587,Geometry and Meaning,offline_title_exact,1
1070_a9,1070,NA,Center for the Study of Language and Information,anystyle,W7098389669,∗Center for the Study of Language and Information,offline_title_exact,1
1072_a6,1072,NA,Playing together: modular tools and Pliny” Bradley 2008,anystyle,W6925213461,Playing together: modular tools and Pliny,offline_title_exact,1
1072_a8,1072,NA,The Construction of Purpose in Flower 1988,anystyle,W3013459919,The construction of purpose in discourse,offline_title_fuzzy,0.95
1072_a10,1072,NA,Vite: A Visual Interface Supporting the Direct Manipulation of Structured Data Using Two-Way Mappings”,anystyle,W7096205687,VITE: A Visual Interface Supporting the Direct Manipulation of Structured Data Using Two-Way Mappings,offline_title_exact,1
1072_a14,1072,NA,Exploring the Relationship between Personal and Public Annotations” 2005,anystyle,W2136409007,Exploring the relationship between personal and public annotations,offline_title_exact,1
1074_a1,1074,NA,Prosopography of Anglo-Saxon England (PASE,anystyle,W2765860937,Prosopography of Anglo-Saxon England (PASE),offline_title_exact,1
1074_a2,1074,NA,Prosopography of the Byzantine World (PBW,anystyle,W7135878553,Prosopography of the Byzantine World (PBW),offline_title_exact,1
1075_a4,1075,NA,A preliminary poetics for interactive drama and games 2001,anystyle,W2100615386,A preliminary poetics for interactive drama and games,offline_title_exact,1
1076_a3,1076,NA,Council on Library and Information Resources 2001,anystyle,W4389179896,Council on Library and Information Resources,offline_title_exact,1
1076_a4,1076,NA,Reflecting on a Dual Publication Ciula; T,anystyle,W2612142728,Reflecting on a dual publication,offline_title_exact,1
1076_a7,1076,NA,Sense-making theory and practice: an overview of user interests in knowledge seeking and use” Dervin 1998,anystyle,W1989462999,Sense‐making theory and practice: an overview of user interests in knowledge seeking and use,offline_title_exact,1
1076_a8,1076,NA,Calendar of the Fine Rolls of the Reign of Henry III preserved in The National Archives 2008,anystyle,W397181285,Calendar of the fine rolls of the reign of Henry III : preserved in the National Archives,offline_title_exact,1
1076_a9,1076,NA,The book history reader Finkelstein; McCleery 2002,anystyle,W6989702606,The Book History Reader,offline_title_exact,1
1076_a11,1076,NA,Scholarly work and the shaping of digital access” Palmer 2005,anystyle,W2102700284,Scholarly work and the shaping of digital access,offline_title_exact,1
1076_a12,1076,NA,Models in information behaviour research Wilson 1999,anystyle,W2010210047,Models in information behaviour research,offline_title_exact,1
1079_a1,1079,NA,Generating and parsing classical Crane 1991,anystyle,W2077419346,Generating and Parsing Classical Greek,offline_title_fuzzy,0.968421052631579
1081_a1,1081,NA,The Forms of Capital Bordieu 2002,anystyle,W380575115,The Forms of Capital,offline_title_exact,1
1081_a3,1081,NA,A Network Theory of Social Capital Lin 2001,anystyle,W7097692178,A Network Theory of Social Capital1,offline_title_fuzzy,0.9942857142857143
1081_a5,1081,NA,Doing Digital McPherson 2008,anystyle,W4390579868,Doing Digital,offline_title_exact,1
1081_a7,1081,NA,The Architecture of Participation O’Reilly 2004,anystyle,W7127645168,The Architecture of Participation,offline_title_exact,1
1084_a1,1084,NA,Art and visual perception : a psychology of the creative eye Arnheim 1974,anystyle,W1982793155,Art and Visual Perception: A Psychology of the Creative Eye.,offline_title_exact,1
1084_a3,1084,NA,The way we think Fauconnier; Turner 2002,anystyle,W137519326,The Way We Think,offline_title_exact,1
1084_a5,1084,NA,Generative Harrell; Chow 2008,anystyle,W7098129169,generative,offline_title_exact,1
1084_a9,1084,NA,Philosophy in the flesh : the embodied mind and its challenge to Western thought Lakoff; Johnson 1999,anystyle,W3145894769,Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,offline_title_exact,1
1084_a10,1084,NA,Metaphors we live by Lakoff; Johnson 2003,anystyle,W2626115014,«Metaphors We Live by»: трансформации прецедентного названия,offline_title_exact,1
1084_a11,1084,NA,Film language : a semiotics of the cinema Metz 1974,anystyle,W2061184313,Film Language: A Semiotics of the Cinema.,offline_title_exact,1
1084_a12,1084,NA,"Iconology : image, text, ideology Mitchell 1986",anystyle,W7038415521,"Iconology image, text, ideology",offline_title_exact,1
1084_a13,1084,NA,The Psychology of Everyday Norman 1988,anystyle,W3026190133,The Psychology of Everyday Life.,offline_title_fuzzy,0.967741935483871
1084_a17,1084,NA,The literary mind Turner 1996,anystyle,W2104863407,The Literary Mind.,offline_title_exact,1
1085_a2,1085,NA,Racism 101 Giovanni 1994,anystyle,W4254214226,Racism 101,offline_title_exact,1
1085_a3,1085,NA,A Dream Deferred: The experience of an African American student in a doctoral program in science Green 2008 2008,anystyle,W200268914,A Dream Deferred: The Experience of an African American Student in a Doctoral Program in Science.,offline_title_exact,1
1085_a12,1085,NA,The Mis-education of the Negro Woodon 1993,anystyle,W4250998805,The Mis-Education of the Negro,offline_title_exact,1
1086_a3,1086,NA,Studies in the history of the English language II Book 1550,anystyle,W2486487162,Studies in the History of the English Language II,offline_title_exact,1
1086_a4,1086,NA,"The importance of historical corpora, reliability, and reading Curzan; Palmer 2006",anystyle,W2244565573,"The Importance of Historical Corpora, Reliability, and Reading",offline_title_exact,1
1086_a5,1086,NA,Corpus-based Studies of Diachronic English,anystyle,W404695663,Corpus-based Studies of Diachronic English,offline_title_exact,1
1088_a1,1088,NA,The Prioress’s Tale 1795,anystyle,W4388404628,The Prioress’s Tale,offline_title_exact,1
1088_a3,1088,NA,The Riverside Chaucer 1987,anystyle,W2055165837,The Riverside Chaucer,offline_title_exact,1
1088_a4,1088,NA,Translations of Chaucer and Virgil Graver 1998,anystyle,W568671865,Translations of Chaucer and Virgil,offline_title_exact,1
1088_a7,1088,NA,Quantitative Analysis and Literary Hoover 2008,anystyle,W1575216008,Quantitative Analysis and Literary Studies,offline_title_fuzzy,0.9619047619047618
1088_a8,1088,NA,A Companion to Digital Literary Studies,anystyle,W4302589881,A Companion to Digital Literary Studies,offline_title_exact,1
1088_a10,1088,NA,The Prioress’s Tale 1795,anystyle,W4388404628,The Prioress’s Tale,offline_title_exact,1
1088_a13,1088,NA,The Postcolonial Middle Ages Jew,anystyle,W4252532478,The Postcolonial Middle Ages,offline_title_exact,1
1088_a18,1088,NA,Wordsworth’s Reading 1770 Wu 1993,anystyle,W2803025696,Wordsworth's reading 1770-1799,offline_title_fuzzy,0.9666666666666667
1089_a1,1089,NA,Retrieval in text collections with historic spelling using linguistic and spelling variants Gerlach; Fuhr 2007,anystyle,W1974533997,Retrieval in text collections with historic spelling using linguistic and spelling variants,offline_title_exact,1
1089_a2,1089,NA,Retrieval Technique with the Modern Mongolian Query on Traditional Khaltarkhuu; Maeda 2006,anystyle,W1607289359,Retrieval Technique with the Modern Mongolian Query on Traditional Mongolian Text,offline_title_fuzzy,0.962962962962963
1093_a4,1093,NA,IFLA Study Group on the Functional Requirements for Bibliographic Records Report,anystyle,W7095242053,IFLA Study Group on the Functional Requirements for Bibliographic Records,offline_title_exact,1
1093_a5,1093,NA,Introduction to Metadata Pathways to Digital Information,anystyle,W7098617795,Introduction to Metadata Pathways to Digital Information,offline_title_exact,1
1093_a9,1093,NA,PREMIS Data Dictionary for Preservation Metadata,anystyle,W7014598373,PREMIS Data Dictionary for Preservation Metadata,offline_title_exact,1
1094_a6,1094,NA,The Inhibition of Geographical Information in Digital Humanities Scholarship Jessop 2008,anystyle,W2005082088,The Inhibition of Geographical Information in Digital Humanities Scholarship,offline_title_exact,1
1094_a7,1094,NA,Digital Visualization as a Scholarly Jessop 2008,anystyle,W1981080848,Digital visualization as a scholarly activity,offline_title_fuzzy,0.96
1095_a1,1095,NA,Graph Clustering by Flow Simulation Dongen 2000,anystyle,W7028615529,Graph Clustering by Flow Simulation,offline_title_exact,1
1096_a4,1096,NA,Present Status and Future Developments,anystyle,W2758498662,Present Status and Future Developments,offline_title_exact,1
1096_a6,1096,NA,Fourth Generation Crane 2008,anystyle,W7059670930,Fourth Generation,offline_title_exact,1
1096_a7,1096,NA,Aspects of Sustainability in Digital Humanities Rehm; Witt 2008 2008-06,anystyle,W2556207763,Aspects of Sustainability in Digital Humanities,offline_title_exact,1
1096_a8,1096,NA,Outline of the Nagasaki; Shimoda 2008,anystyle,W7096187075,Outline of the,offline_title_exact,1
1104_a1,1104,NA,Visualization of Construction Graphics in Outdoor Augmented A.H.; V.R 2005,anystyle,W2100549774,Visualization of construction graphics in outdoor augmented reality,offline_title_fuzzy,0.9761194029850747
1104_a9,1104,NA,A Head Mounted Three Dimensional Sutherland 1968,anystyle,W1994281102,A head-mounted three dimensional display,offline_title_fuzzy,0.96
1106_a2,1106,NA,The William Blake Archive Archive.” April 15,anystyle,W6936813913,THe WILLIAM BLAKE ARCHIVE,offline_title_exact,1
1106_a4,1106,NA,The William Blake Archive 2008-06-16,anystyle,W6936813913,THe WILLIAM BLAKE ARCHIVE,offline_title_exact,1
1109_a4,1109,NA,A Companion to Digital Humanities,anystyle,W4310711488,A Companion to Digital Humanities,offline_title_exact,1
1110_a4,1110,NA,Slovenski biografski leksikon 1925,anystyle,W7071188038,Slovenski biografski leksikon,offline_title_exact,1
1110_a9,1110,NA,"Innovation and knowledge economy: issues, applications, case studies",anystyle,W567603628,"Innovation and knowledge economy : issues, applications, case studies",offline_title_exact,1
1110_a10,1110,NA,Information and communication technologies and the knowledge economy,anystyle,W65241213,Information and Communication Technologies and the New Regional Economy,offline_title_fuzzy,0.9679119278953578
1112_a4,1112,NA,Optimization of the wood drying process Carlsson; Esping,anystyle,W2001524118,Optimization of the wood drying process,offline_title_exact,1
1112_a5,1112,NA,A General Surface Approach to the Integration of a Set of Range Views Soucy; Laurendeau,anystyle,W2131861796,A general surface approach to the integration of a set of range views,offline_title_exact,1
1119_a1,1119,NA,'A Flexible System for Text Analysis with Semantic Networks' 2007,anystyle,W3106020546,A Flexible System for Text Analysis with Semantic Networks,offline_title_exact,1
1119_a3,1119,NA,A Companion to Digital Humanities,anystyle,W4310711488,A Companion to Digital Humanities,offline_title_exact,1
1119_a8,1119,NA,Computers and the Humanities,anystyle,W356284649,Computers and the Humanities,offline_title_exact,1
1124_a1,1124,NA,'A corpus- based approach to discourses of refugees and asylum seekers in UN and newspaper texts' 2005,anystyle,W2033774834,A corpus-based approach to discourses of refugees and asylum seekers in UN and newspaper texts,offline_title_exact,1
1124_a3,1124,NA,"'Fleeing, sneaking, flooding: a corpus analysis of discursive constructions of refugees and asylum seekers in the UK Press 1996-2005' 2008",anystyle,W7075296291,"Fleeing, sneaking, flooding : a corpus analysis of discursive constructions of refugees and asylum seekers in the UK Press 1996-2005",offline_title_exact,1
1124_a6,1124,NA,'Not a drop to drink: Emerging meanings in local newspaper reporting of the 1995 water crisis in Yorkshire' 2003,anystyle,W2042330344,Not a drop to drink: Emerging meanings in local newspaper reporting of the 1995 water crisis in Yorkshire,offline_title_exact,1
1124_a11,1124,NA,"Language in the Media: Representations, Identities",anystyle,W1983290951,"Language in the media: representations, identities, ideologies",offline_title_fuzzy,0.9627118644067797
1124_a13,1124,NA,Textual Construction of the Female Body A Critical Discourse,anystyle,W145049183,Textual Construction of the Female Body: A Critical Discourse Approach,offline_title_fuzzy,0.9739130434782608
1124_a14,1124,NA,'‘How can corpora be used to explore the language of poetry and drama?’' 2010,anystyle,W18498913,How can corpora be used to explore the language of poetry and drama?,offline_title_exact,1
1124_a15,1124,NA,The Routledge Handbook of Corpus Linguistics,anystyle,W1591331509,The Routledge Handbook of Corpus Linguistics,offline_title_exact,1
1124_a16,1124,NA,Wmatrix: a web-based corpus processing environment,anystyle,W7096425038,Wmatrix: A Web-Based Corpus Processing Environment.,offline_title_exact,1
1137_a2,1137,NA,'Communication Technology and Friendship,anystyle,W7098574797,Communication Technology and Friendship,offline_title_exact,1
1140_a7,1140,NA,Diary of Samuel Pepys,anystyle,W7018667820,"Diary of Samuel Pepys,",offline_title_exact,1
1147_a2,1147,NA,Literary Theory: an Anthology,anystyle,W6992484482,Literary theory an anthology,offline_title_exact,1
1147_a4,1147,NA,Literary Theory: an Anthology,anystyle,W6992484482,Literary theory an anthology,offline_title_exact,1
1147_a6,1147,NA,The Reader in the Text,anystyle,W2266285465,The Reader in the text,offline_title_exact,1
1147_a8,1147,NA,'Truth in Fiction: A Reexamination of Audiences' 1977,anystyle,W1968806973,Truth in Fiction: A Reexamination of Audiences,offline_title_exact,1
1148_a6,1148,NA,Is There a Text in This Class?,anystyle,W318090680,Is There a Text in This Class,offline_title_exact,1
1148_a7,1148,NA,'Another Perspective on Vocabulary Richness' 2003,anystyle,W1505524995,Another Perspective on Vocabulary Richness,offline_title_exact,1
1163_a11,1163,NA,Social Values and Poetic Acts: The Historical Judgment of,anystyle,W1991056521,Social Values and Poetic Acts: The Historical Judgment of Literary Work,offline_title_fuzzy,0.96
