ref_id,work_id,ref_index,ref_title,ref_authors,ref_year,ref_doi,ref_type,ref_script,ref_lang_cld3,ref_quality
1807_a6,1807,6,New Literary Cultures: Mapping the Digital Networks of Toni Morrison,Finn,2012,NA,chapter,Latin,en,anystyle
1807_a7,1807,7,Thomas Pynchon Finally Gives in to Gravity as Digital Backlist Is Published,Flood,2012,NA,article-journal,Latin,en,anystyle
1807_a8,1807,8,Collaboration Through Superposition: How the IT Artifact as an Object of Collaboration Affords Technical Interdependence Without Organizational Interdependence,Howison; Crowston,2011,NA,article-journal,Latin,en,anystyle
1807_a9,1807,9,Spreadable Media: Creating Value and Meaning in a Networked Culture.New York and,Jenkins; Ford; Green,2013,NA,book,Latin,en,anystyle
1807_a10,1807,10,"Of Two Minds: Hypertext, Pedagogy and Poetica",Joyce,2002,NA,book,Latin,en,anystyle
1807_a11,1807,11,"'Literary Wikis: Crowd-sourcing the Analysis and Annotation of Pynchon, Eco and Others'",Ketzan,2012 2012,NA,article-journal,Latin,en,anystyle
1807_a12,1807,12,Hypertext Avant La Lettre,Krapp,2005,NA,book,Latin,hu,anystyle
1807_a13,1807,13,Hypertext: The Convergence of Contemporary Critical Theory and Technology,Landow,1992,NA,book,Latin,en,anystyle
1807_a14,1807,14,Annotations to Finnegans Wake,McHugh,1980,NA,book,Latin,en,anystyle
1807_a15,1807,15,"Online Literary Communities: A Case Study of LibraryThing From Codex to Hypertext: Reading at the Turn of the Twenty-First Century, 68–87",Pinder,2012,NA,book,Latin,en,anystyle
1807_a16,1807,16,Unseen and Unremarked On: Don DeLillo and the Failure of the Digital Humanities,Sample,2012,NA,chapter,Latin,en,anystyle
1807_a17,1807,17,Deformance and Interpretation,Samuels; McGann,1999,NA,article-journal,Latin,NA,anystyle
1807_a18,1807,18,Literary Sleuths Online: e-Research Collaboration on the Pynchon Wiki.http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1086671,Schroeder; Besten,2009,NA,NA,Latin,en,anystyle
1807_a19,1807,19,Love’s Old Fweet Fong,Slepon,2005,NA,article-journal,Latin,en,anystyle
1807_a20,1807,20,Beyond the Big Tent,Svensson,2012,NA,chapter,Latin,NA,anystyle
1807_a21,1807,21,Thomas Pynchon Wiki — A Literary/Literature Wiki,Ware,2006,NA,NA,Latin,ny,anystyle
1807_a22,1807,22,Literary Taste and List Culture in a Time of ‘Endless Choice’,Wright,2012,NA,chapter,Latin,en,anystyle
1808_a1,1808,1,Language Identifier: A Computer Program for Automatic Natural-Language Identification of On-Line Text,Beesley,1988,NA,paper-conference,Latin,en,anystyle
1808_a2,1808,2,N-Gram-Based Text Categorization,Cavnar; Trenkle,1994,NA,paper-conference,Latin,NA,anystyle
1808_a3,1808,3,Solving the Problem of Language Identification,Johnson,1993,NA,report,Latin,NA,anystyle
1808_a4,1808,4,Language Identification in Multi-lingual Text Documents,Mandl; Shramko; Tartakovski; Womser-Hacker,2006,NA,paper-conference,Latin,en,anystyle
1808_a5,1808,5,Language Identification from Small Text Samples,Murthy; Kumar,2006,NA,article-journal,Latin,en,anystyle
1808_a6,1808,6,The Liberty of Invention: Alchemical Discourse and Information Technology Standardization,Walsh; Hooper,2012,NA,article-journal,Latin,en,anystyle
1809_a1,1809,1,A thing not beginning and not ending’: using digital tools to distant-read Gertrude Stein’s The Making of Americans,Clement,2008,NA,article-journal,Latin,en,anystyle
1809_a2,1809,2,Compus: visualization and analysis of structured documents for understanding social life in the 16th century,J.-D.; Dufournaud,2000,NA,paper-conference,Latin,en,anystyle
1809_a3,1809,3,Paper Machines: A Tool for Analyzing Large-Scale Digital Corpora,Guldi; Johnson-Roberson,2012 2012-11-03,NA,NA,Latin,en,anystyle
1809_a4,1809,4,Meandre: Semantic-driven data-intensive flows in the clouds,Llorà; Ács; Auvil; Capitanu; Welge; Goldberg,2008,NA,paper-conference,Latin,en,anystyle
1809_a5,1809,5,Exploring erotics in Emily Dickinson’s correspondence with text mining and visual interfaces,Plaisant; Rose; Yu; Auvil; Kirschenbaum; Smith; Clement; Lord,2006,NA,paper-conference,Latin,en,anystyle
1809_a6,1809,6,Ubiquitous Text Analysis,Rockwell; Sinclair; Ruecker; Organisciak,2010,NA,article-journal,Latin,NA,anystyle
1809_a7,1809,7,What’s being said near ‘Martha’? Exploring name entities in literary text collections,Vuillemot; Clement; Plaisant; Kumar,2009,NA,chapter,Latin,en,anystyle
1809_a8,1809,8,The sensemaking process and leverage points for analyst technology as identified through cognitive task analysis,Pirolli; Card,2005,NA,paper-conference,Latin,en,anystyle
1809_a9,1809,9,"Supporting Exploratory Text Analysis Literature Study, Literary and linguistic computing",Muralidharan; Hearst,2011,NA,NA,Latin,en,anystyle
1809_a10,1809,10,A sensemaking environment for literature study,Muralidharan; Hearst,2012 1955,NA,chapter,Latin,NA,anystyle
1809_a11,1809,11,Using Digital Tools to Explore Narrative Conventions in the North American Antebellum Slave Narratives,Muralidharan,2012 2012-01-07,NA,NA,Latin,en,anystyle
1809_a12,1809,12,"Hamlet in the Humanities Lab|English 203 Ullyot, Hamlet in the Humanities Lab English 203",Ullyot,2012 2012 2012,NA,NA,Latin,en,anystyle
1811_a1,1811,1,>Riddle of Literary Quality.literaryquality.huygens.knaw.nl,NA,NA,NA,NA,Latin,en,anystyle
1811_a2,1811,2,Stylometry with R: a suite of tools.Digital Humanities 2013: Conference Abstracts,Eder; Kestemont; Rybicki,2013,NA,book,Latin,en,anystyle
1811_a3,1811,3,Einfuehrung in die Wertung von Literatur. Systematik – Geschichte – Legitimation,Heydebrand; Winko,1996 1996,NA,book,Latin,de,anystyle
1811_a4,1811,4,From high heels to weed attics,Jautze; Koolen; Cranenburgh; Jong,2013,NA,paper-conference,Latin,en,anystyle
1811_a5,1811,5,"Interedition: Principles, Practice and Products of an Open Collaborative Development Model for Digital Scholarly Editions",Zundert; Middell; Hulle; Haentjens Dekker,2011,NA,paper-conference,Latin,en,anystyle
1813_a1,1813,1,How to do things with words,Austin,1962,NA,book,Latin,en,anystyle
1813_a2,1813,2,The “Isms” of Digital Humanities,Chan; Wang,2011,NA,chapter,Latin,en,anystyle
1813_a3,1813,3,Opinion mining for relating multiword subjective expressions and annual earnings,Chen; Liu; Chang; H.-P,2013,NA,article-journal,Latin,en,anystyle
1813_a4,1813,4,Metaphor and corpus linguistics,Deignan,2005,NA,book,Latin,NA,anystyle
1813_a5,1813,5,"NCCU-MIG at NTCIR-10- Using lexical, syntactic, and semantic features for the RITE tasks",Huang; Liu,2013 Held 18-21 June 2013,NA,paper-conference,Latin,en,anystyle
1813_a6,1813,6,Frequency analysis and applications of “co-occurrence” phrases: The origin of the 'Hua-Ren' concept as an example,Jin; Chiu; Liu,2012,NA,chapter,Latin,en,anystyle
1813_a7,1813,7,Lexical statistics and key terms in Chinese documents of the early 20th century,Jin; Liang; Yu; Liu,2012,NA,paper-conference,Latin,en,anystyle
1813_a8,1813,8,Study of the History of Ideas: Formation of Modern China's Important Political Terms. Hong Kong: The Chinese University of Hong Kong Research Centre for Contemporary Chinese Culture,Jin; Liu,2008,NA,NA,Latin,en,anystyle
1813_a9,1813,9,The Practice of Conceptual History: Timing History: Spacing Concepts,Koselleck,2002,NA,book,Latin,en,anystyle
1813_a10,1813,10,Metaphors we live by,Lakoff; Johnson,1989,NA,book,Latin,NA,anystyle
1813_a11,1813,11,Some chances and challenges in applying language technologies to historical studies in Chinese,Liu; Jin; Liu; Chiu; Yu,2011,NA,article-journal,Latin,en,anystyle
1813_a12,1813,12,The Great Chain of Being: A Study of the History of an Idea,Lovejoy,1936,NA,book,Latin,en,anystyle
1813_a13,1813,13,"Politics, Language, and Times: Essay on Political Thought and History",Pocock,1989,NA,book,Latin,en,anystyle
1813_a14,1813,14,Visions of Politics,Skinner,2002,NA,book,Latin,ca,anystyle
1813_a15,1813,15,Keywords: A Vocabulary of Culture and Society,Williams,1983,NA,book,Latin,en,anystyle
1813_a16,1813,16,Philosophical Investigations. Anscombe E,Wittgenstein,2001,NA,book,Latin,en,anystyle
1814_a1,1814,1,Does Digital Scholarship Have a Future?,Ayers,2013,NA,article-journal,Latin,en,anystyle
1814_a2,1814,2,"On the social consequences of habits of judgment see Judith Butler, Giving an Account of Oneself",NA,2005,NA,book,Latin,en,anystyle
1814_a3,1814,3,"For an early statement on the prospects of change that electronic publishing might bring see Bill Kasdorf, “Guest Editor’s Gloss: Reflections on the Revolution",NA,1998-06,NA,article-journal,Latin,en,anystyle
1814_a4,1814,4,What is free software? GNU Operating System,NA,NA,NA,NA,Latin,en,anystyle
1814_a5,1814,5,Developing Things: Notes toward an Epistemology of Building in the Digital Humanities,Ramsay; Rockwell,2012,NA,chapter,Latin,en,anystyle
1814_a6,1814,6,"North Carolina: A State of Shock, Southern Spaces",Carter,2013,NA,article-journal,Latin,en,anystyle
1815_a1,1815,1,Exploratory Programming. Critical Code Studies Working Group,Montfort,2014 2014-03-07,NA,NA,Latin,NA,anystyle
1815_a2,1815,2,L’Analyse matricielle du langage,Queneau,1964,NA,article-journal,Latin,fr,anystyle
1815_a3,1815,3,Reading Potential: The Oulipo and the Meaning of Algorithms. 1.1,Wolff,2007 2013-10-30,NA,article-journal,Latin,en,anystyle
1815_a4,1815,4,Stylometry with R: a Suite of Tools,Eder; Kestemont; Rybicki,2013 2013,NA,paper-conference,Latin,en,anystyle
1815_a5,1815,5,Théâtre classique,NA,2007 2013-10-30,NA,NA,Latin,fr,anystyle
1815_a6,1815,6,Data Is All You Need: Documentation for ‘Fine-Tuning Our Stylometric Tools’ at DH2013. The Dragonfly’s Gaze,Schöch,2013 2013-10-30,NA,NA,Latin,en,anystyle
1815_a7,1815,7,Helmut.TreeTagger: a language independent part-of-speech tagger,NA,2013-10-30,NA,NA,Latin,en,anystyle
1815_a8,1815,8,"Femmes savantes, comédie. Fièvre",NA,1672 2013-10-30,NA,NA,Latin,fr,anystyle
1815_a9,1815,9,Using Markov Chains for Identification of Writers,Khmelev; Tweedie,2001 2013-10-30,NA,article-journal,Latin,en,anystyle
1815_a10,1815,10,Bigrams of Syntactic Labels for Authorship Discrimination of Short Texts,Hirst; Feiguina,2007 2013-10-30,NA,article-journal,Latin,en,anystyle
1815_a11,1815,11,The Metrometer : a Tool for Analysing French Verse,Beaudouin; Yvon,1996,NA,article-journal,Latin,en,anystyle
1815_a12,1815,12,"Le Bourgeois gentilhomme, comédie-ballet. Fièvre",NA,1670 2013-10-30,NA,NA,Latin,fr,anystyle
1815_a13,1815,13,ABU (Association des Bibliophiles Universels La Bibliothèque Universelle,NA,1993 2013-10-30,NA,NA,Latin,fr,anystyle
1815_a14,1815,14,Le Spleen de Paris ou Petits Poèmes en Prose,Baudelaire,1869 2013-10-30,NA,article-journal,Latin,fr,anystyle
1816_a1,1816,1,Noise: The Political Economy of Music,Attali,1985,NA,book,Latin,en,anystyle
1816_a2,1816,2,More Than One Voice: Toward a Philosophy of Vocal Expression,Cavarero,2005,NA,book,Latin,en,anystyle
1816_a3,1816,3,A Voice and Nothing More,Dolar,2006,NA,book,Latin,en,anystyle
1816_a4,1816,4,Novel interface services for bioacoustic digital libraries,Downie; Tcheng; Xiang,2008 2008,NA,paper-conference,Latin,en,anystyle
1816_a5,1816,5,Media Ecologies: Materialist Energies in Art and Technoculture,Fuller,2005,NA,book,Latin,en,anystyle
1816_a6,1816,6,"Always Already New: Media, History, and the Data of Culture",Gitelman,2005,NA,book,Latin,en,anystyle
1816_a7,1816,7,The Ethical Soundscape: Cassette Sermons and Islamic Counterpublics,Hirschkind,2006,NA,book,Latin,en,anystyle
1816_a8,1816,8,High Performance Sound Technologies for Access and Scholarship project blogs.ischool.utexas.edu/hipstas/,NA,NA,NA,NA,Latin,en,anystyle
1816_a9,1816,9,"Networks of Power: Electrification in Western Society, 1880-1930",Hughes,1983,NA,book,Latin,en,anystyle
1816_a10,1816,10,Edison: A Biography,Josephson,1992,NA,book,Latin,ht,anystyle
1816_a11,1816,11,Mechanisms: New Media and the Forensic Imagination,Kirschenbaum,2008,NA,book,Latin,en,anystyle
1816_a12,1816,12,Acoustic Territories: Sound Culture and Everyday Life,LaBelle,2010,NA,book,Latin,en,anystyle
1816_a13,1816,13,Sound of Africa!: Making Music Zulu in a South African Studio,Meintjes,2003,NA,book,Latin,NA,anystyle
1816_a14,1816,14,Sound Recording: The Life Story of a Technology,Morton,2004,NA,book,Latin,en,anystyle
1816_a15,1816,15,In the Break: The Aesthetics of the Black Radical Tradition,Moten,2003,NA,book,Latin,en,anystyle
1816_a16,1816,16,It’s about Time: Projecting Temporal Metadata for Historically Significant Recordings,Oard; Wu; Kraus; Hajj-Ahmad; Su; Garg,2014 2014-03-04,NA,paper-conference,Latin,en,anystyle
1816_a17,1816,17,"Sonic Transculturation, Epistemologies of Purification and the Aural Public Sphere in Latin America",Ochoa,2006,NA,article-journal,Latin,en,anystyle
1816_a18,1816,18,Classifying black and white spruce pollen using layered machine learning.”New,Punyasena; Tcheng; Wesseln; Mueller,2012,NA,article-journal,Latin,en,anystyle
1816_a19,1816,19,Noises: Women on Electronic Music and Sound,Rodgers,2010,NA,book,Latin,en,anystyle
1816_a20,1816,20,"How Race Is Made: Slavery, Segregation, and the Senses",Smith,2006,NA,book,Latin,en,anystyle
1816_a21,1816,21,Listening to Nineteenth-Century America,Smith,2001,NA,book,Latin,ky,anystyle
1816_a22,1816,22,The Audible Past: Cultural Origins of Sound Reproduction,Sterne,2003,NA,book,Latin,en,anystyle
1816_a23,1816,23,Audio in Digital Humanities Authorship: A Roadmap,Sterne,2011,NA,NA,Latin,NA,anystyle
1816_a24,1816,24,MP3: The Meaning of a Format,Sterne,2012,NA,book,Latin,en,anystyle
1816_a25,1816,25,ENF Analysis on Recaptured Audio Recordings,Su; Garg; Hajj-Ahmad; Wu,2013 2013-05-26,NA,paper-conference,Latin,NA,anystyle
1816_a26,1816,26,"The Soundscape of Modernity: Architectural Acoustics and the Culture of Listening in America, 1900-1933",Thompson,2002,NA,book,Latin,en,anystyle
1816_a27,1816,27,Sinister Resonance: The Mediumship of the Listener,Toop,2010,NA,book,Latin,NA,anystyle
1816_a28,1816,28,Phonographies: Grooves in Sonic Afro-Modernity,Weheliye,2005,NA,book,Latin,en,anystyle
1816_a29,1816,29,"For cultural histories of aurality, see entries for Smith 2001, 2006 in the bibliography; for sound reproduction, Sterne 2003, 2012; for the politics of the voice, Cavarero 2005, Dolar 2006; and noise, Attali 1984; for urban soundscapes, see entries for Toop 2010, Thompson 2002, Labelle 2010; ethnographic modernities and acoustemologies are covered in Hershkind 2006 and Ochoa 2006",NA,NA,NA,chapter,Latin,en,anystyle
1817_a1,1817,1,A data structure for representing multi-version texts online,Schmidt; Colomb,2009,NA,article-journal,Latin,en,anystyle
1817_a2,1817,2,Dekker and Gregor Middell,Ronald,NA,NA,NA,Latin,NA,anystyle
1817_a3,1817,3,Collation with CollateX: Managing Textual Variance in an Environment with Varying Requirements,NA,NA,NA,article-journal,Latin,en,anystyle
1817_a4,1817,4,Beyond the tree of texts: Building an empirical model of scribal variation through graph analysis of texts and stemmata,Andrews; Mac,NA,NA,article-journal,Latin,en,anystyle
1817_a5,1817,5,"Multiversiondocs: Merge, edit and compare N versions in one document",NA,NA,NA,NA,Latin,en,anystyle
1817_a6,1817,6,The Word,Wattenberg; Viégas,NA,NA,NA,Latin,en,anystyle
1817_a7,1817,7,"Tree, an Interactive Visual Concordance",NA,NA,NA,article-journal,Latin,NA,anystyle
1817_a8,1817,8,Methods for Visual Understanding of Hierarchical System,NA,NA,NA,NA,Latin,en,anystyle
1817_a9,1817,9,Man and Cybernetics,Systems,1981-02,NA,article-journal,Latin,bg,anystyle
1817_a10,1817,10,Stemmaweb – a collection of tools for analysis of collated texts,NA,NA,NA,NA,Latin,en,anystyle
1817_a11,1817,11,Text Adaptability is Essential for Reading,NA,NA,NA,NA,Latin,en,anystyle
1817_a12,1817,12,Holy Bible – Verses in Various English Translations. informatik.uni-leipzig.de/HolyBible,NA,2013,NA,NA,Latin,NA,anystyle
1817_a13,1817,13,A data structure for representing multi-version texts online,Schmidt; Colomb,NA,NA,NA,Latin,en,anystyle
1819_a1,1819,1,Historical Thesaurus of the Oxford English Dictionary,NA,2009,NA,book,Latin,en,anystyle
1819_a2,1819,2,Patchworks and Field-Boundaries: Visualising the history of English,Alexander,2012,NA,paper-conference,Latin,en,anystyle
1819_a3,1819,3,Mapping Metaphor with the Historical Thesaurus,Anderson; Alexander; Bramwell; Kay; Hough,2013,NA,book,Latin,en,anystyle
1819_a4,1819,4,The Oxford English Dictionary,NA,1989,NA,book,Latin,en,anystyle
1819_a5,1819,5,Treasure-House of the Language: The Living OED,Brewer,2007,NA,book,Latin,en,anystyle
1819_a6,1819,6,Linguistic Evolution: With Special Reference to English,Samuels,1972,NA,book,Latin,en,anystyle
1819_a7,1819,7,Linguistic Semantics,Lyons,1995,NA,book,Latin,ca,anystyle
1819_a8,1819,8,Construal and Perspectivization,Verhagen,2007,NA,chapter,Latin,en,anystyle
1819_a9,1819,9,Words in Time: A social history of the English vocabulary,Hughes,1989,NA,book,Latin,en,anystyle
1819_a10,1819,10,Linguistic Categorisation,Taylor,2003,NA,book,Latin,NA,anystyle
1819_a11,1819,11,In countries so unciviliz’d as those?’: Notions of Civility in the British Experience of the World,Alexander; Struan,2013,NA,book,Latin,en,anystyle
1820_a1,1820,1,Rivest and Clifford Stein,Cormen; Leiserson; L,2001,NA,chapter,Latin,en,anystyle
1820_a2,1820,2,A study On the Evolution of Classifications in Leishu Yiwenleiju and Taipingyulan through Textual Analysis,Chung,2013,NA,thesis,Latin,en,anystyle
1820_a3,1820,3,The Flourishing of Biji or Pen-Notes Texts and its Relations to History of Knowledge in Song China (960-1279,Fu,2007,NA,chapter,Latin,en,anystyle
1820_a4,1820,4,"Chinese World of Knowledge, Thoughts, and Believes Before 7th Century",Ge,1998,NA,book,Latin,en,anystyle
1820_a5,1820,5,A History of Chinese Civilization,Gernet,1996,NA,book,Latin,en,anystyle
1820_a6,1820,6,"Zhongguo gudai leishu, Zhonghua Books",Hu,1981,NA,NA,Latin,zh-Latn,anystyle
1820_a7,1820,7,Yiwenleiju Yinshu Suoyin,Nakatsuhama,1974,NA,book,Latin,zh-Latn,anystyle
1820_a8,1820,8,"Taipingyulan Yinde, publisher unkown",Nie,1934,NA,NA,Latin,zu,anystyle
1820_a9,1820,9,Tangshi zalun,Wen,1956,NA,book,Latin,zh-Latn,anystyle
1820_a10,1820,10,Taipingyulai yanjiu,Zhou,1998,NA,book,Latin,NA,anystyle
1820_a11,1820,11,The Duddhist Conquest of China,Zurcher,2007,NA,article-journal,Latin,en,anystyle
1820_a12,1820,12,Many subjects of TY contain sub-subjects. This figure counts all sub-subjects,NA,NA,NA,NA,Latin,en,anystyle
1820_a13,1820,13,"As can be seen, both leishu utilized many sources that were not books. This is consistent with previous works, in particular the two important indexes: on YL by Nakatsuhama, which listed 1025 books and 4600 other sources, and on TY by Nie",NA,NA,NA,NA,Latin,en,anystyle
1820_a14,1820,14,"Li Fang, the main editor of TY, also compiled two other great leishu, taipingguangji (太平廣記) and wenyuanyinghua (文苑英華) 。 Guangji consists of mainly stories and folklores and the latter literature. Since both tomes contain large quantities of material on both Buddhism and Daoism, one might get a different impression if comparing YL with these two leishu. However, as Fu pointed out, TY and guangji were derived from different biji (筆記) traditions and that TY “has an imperial center allied with literati”while guangji “lacks that political center and seems to have an other-worldly, spiritual orientation”",NA,NA,NA,NA,CJK,en,anystyle
1821_a1,1821,1,Do Mundo Codificado ao Espaço Ampliado,Firmino; Duarte,2012,NA,chapter,Latin,pt,anystyle
1821_a2,1821,2,Implications of the usage of mobile collaborative mapping systems for the sense of place,Fischer,2008 2008,NA,article-journal,Latin,en,anystyle
1821_a3,1821,3,Twenty years of progress: GIScience in 2010,Goodchild,2012,NA,article-journal,Latin,NA,anystyle
1821_a4,1821,4,Pervasive computing: embedding the public sphere,Kang; Cuff,2005,NA,article-journal,Latin,sr,anystyle
1821_a5,1821,5,Interactions et réalité mixte dans la ville hybride HyperUrbain 3 : Villes hybrides et enjeux de l'aménagement des urbanités numérique,Lucas,2012 2012,NA,article-journal,Latin,fr,anystyle
1821_a6,1821,6,To a cultural perspective of mixed reality events: a case study of event overflow in operas and concerts in mixed reality,Lucasa; Cornishb; Margolisc,2012,NA,article-journal,Latin,en,anystyle
1821_a7,1821,7,como Interface: O Paradigma do Mapa para o Século XXI,Neves,2011,NA,chapter,Latin,gl,anystyle
1821_a8,1821,8,La GeoWeb y su evolución: Un marco de análisis en tres dimensiones,Orellana; Ballari,2009,NA,article-journal,Latin,es,anystyle
1822_a1,1822,1,"A collaboration between DRH and another research project based at the University of Oxford, the Seshat Global Databank, dissolved in Feburary of this year. Although DRH’s data and the arguments made in our panel are our own, we are very indebted to Seshat and its directors for much of the inspiration to commence a project of such magnitude",www.religiondatabase.arts.ubc.ca,NA,NA,NA,Latin,en,anystyle
1823_a1,1823,1,Refactoring of Wordclasses for Morphological Analysis of Classical Chinese,Yamazaki; Morioka; Yasuoka,2012,NA,article-journal,Latin,en,anystyle
1823_a2,1823,2,Zenyaku Kanjikai,Togawa,2011,NA,NA,Latin,NA,anystyle
1823_a3,1823,3,National Institute for Japanese Language and Linguistics (2004): Word List by Semantic Principles,NA,NA,NA,NA,Latin,en,anystyle
1824_a1,1824,1,"Duri i banchi!: le navi della Serenissima, 421-1797",Ercole,2006,NA,chapter,Latin,it,anystyle
1824_a2,1824,2,"Venice, A Maritime Republic",Lane,1973,NA,chapter,Latin,co,anystyle
1824_a3,1824,3,"Navigazione Di Linea e Navigazione Libera, Nelle Grandi Città Marinare Del Medioevo",Luzzatto; G,1941,NA,article-journal,Latin,it,anystyle
1824_a4,1824,4,Le système de l’Incanto des galées du marché à Venise: fin XIIIe - milieu XVe siècle,Stöckly,1995,NA,book,Latin,fr,anystyle
1824_a5,1824,5,Digital Atlas of Roman and Medieval Civilization,NA,NA,NA,NA,Latin,NA,anystyle
1824_a6,1824,6,Pleiades: A Community-built Gazetteer and Graph of Ancient Places,Bagnall; A.; T.; R.; J.; S.; R.; M.; A.; B,2006,NA,NA,Latin,en,anystyle
1824_a7,1824,7,Il Dominio veneziano di Levante,Dudan,1938,NA,book,Latin,it,anystyle
1824_a8,1824,8,Les colonies continentales de Venise en Grece meridionale,Major,1989,NA,NA,Latin,fr,anystyle
1824_a9,1824,9,Les Vénitiens En Chypre Dans Les Années 1300,Balard,1987,NA,article-journal,Latin,fr,anystyle
1825_a1,1825,1,So Far (Schematically) yet So Near (Semantically,Sheth; Kashyap,1993,NA,paper-conference,Latin,NA,anystyle
1825_a2,1825,2,DigitalResearchInfrastructurefortheArts and Humanities — Concepts and Perspectives,Henrich; Gradl,2013,NA,article-journal,Latin,en,anystyle
1825_a3,1825,3,Data Integration: A Theoretical Perspective,Lenzerini,2002,NA,paper-conference,Latin,en,anystyle
1825_a4,1825,4,ISIDORE : acces to open data of arts & humanities,Pouyllau,2011,NA,NA,Latin,en,anystyle
1825_a5,1825,5,OAIster: a ”no dead ends” OAI service provider,Hagedorn,2003,NA,article-journal,Latin,NA,anystyle
1825_a6,1825,6,: Reflecting on the Europeana Data Model,Peroni; Tomasi; Vitali,2013,NA,chapter,Latin,NA,anystyle
1825_a7,1825,7,Vieles finden – die Suchmaschine im Steinheim-Institut,Lordick,2013,NA,NA,Latin,de,anystyle
1825_a8,1825,8,DARIAH Geo-browser: Exploring Data through Time and Space,Romanello,2013,NA,NA,Latin,NA,anystyle
1825_a9,1825,9,Towards Large-Scale Schema and Ontology Matching,Rahm,2011,NA,chapter,Latin,en,anystyle
1825_a10,1825,10,"Beecroft, A.:Metadata Standards Crosswalk",Baca; Harpring; Ward,NA,NA,NA,Latin,NA,anystyle
1826_a1,1826,1,Peer- and Self-Grading Compared to Faculty Grading,Wagner; Churl Suh; Cruz,2011,NA,article-journal,Latin,en,anystyle
1826_a2,1826,2,Peer Assessment between Students in Colleges and Universities,Topping,1998,NA,article-journal,Latin,en,anystyle
1826_a3,1826,3,"Caesar: A social code review tool for programming education, Master project",Tang,2011,NA,book,Latin,en,anystyle
1826_a4,1826,4,Using peer ranking to enhance student writing,A.,2005,NA,book,Latin,NA,anystyle
1827_a1,1827,1,Shinpen Saikaku Zenshu,Asai,2000,NA,NA,Latin,ja-Latn,anystyle
1827_a2,1827,2,Kanazoushi kara Ukiyozoushi he (仮名草子から浮世草子へ)”,isoo,1969,NA,NA,CJK,xh,anystyle
1827_a3,1827,3,Saikaku meisakushu ge (西鶴名作集下)”,takeshi,1929,NA,chapter,CJK,NA,anystyle
1827_a4,1827,4,Saikaku kenkyu note (西鶴研究ノート)”,yasutaka,1953,NA,NA,CJK,jv,anystyle
1827_a5,1827,5,"Saikaku kenkyu ronkou (西鶴研究論攷)”,Sintensha",masachika,1981,NA,NA,CJK,NA,anystyle
1827_a6,1827,6,Nakamura yukihiko cyogitsushu (中村幸彦著述集)”,yukihiko,1982,NA,NA,CJK,sn,anystyle
1828_a1,1828,1,Cartography I: Mapping narrative cartography.Progress in Human Geography,Caquard,2013 2013-02,NA,NA,Latin,en,anystyle
1828_a2,1828,2,Shifting Boundaries on a Wisconsin Landscape: Can GIS Help Historians Tell a Complicated Story?Human Ecology,Heasley,2013 2003-06,NA,NA,Latin,en,anystyle
1828_a3,1828,3,Mapping Literature: Towards a Geography of Fiction.Cartography and Art,Piatti; Bär; Reuschel; Hurni; Cartwright,2009,NA,book,Latin,en,anystyle
1828_a4,1828,4,Connectivism: A Learning Theory for the Digital Age,Siemens,2005 2005-01,NA,article-journal,Latin,en,anystyle
1828_a5,1828,5,The Production of Space.Oxford,Lefebvre,2005,NA,NA,Latin,en,anystyle
1828_a6,1828,6,Thirdspace: journeys to Los Angeles and other real-and-imagined spaces,Soja,1996,NA,book,Latin,en,anystyle
1828_a7,1828,7,Maps: Finding Our Place in the World edited by James Akerman and Robert Karrow,Padron,2007,NA,book,Latin,en,anystyle
1828_a8,1828,8,The Great War and Tolkien’s Memory: An Examination of World War I Themes in the Hobbit and Lord of the Rings,Croft,2002,NA,article-journal,Latin,en,anystyle
1828_a9,1828,9,Connecting Real and Imaginary Places through Geospatial Technologies: Examples from Set-jetting and Art-Oriented Tourism,Joliveau,2009 2009-02,NA,article-journal,Latin,en,anystyle
1829_a1,1829,1,Databases of HI,NA,NA,NA,NA,Latin,NA,anystyle
1829_a2,1829,2,TEI guidelines,NA,NA,NA,NA,Latin,en,anystyle
1829_a3,1829,3,Modified Kneser-Ney Smoothing of n-gram Models,James,2000,NA,report,Latin,NA,anystyle
1830_a1,1830,1,Evaluating methods for computer-assisted stemmatology using artificial benchmark data sets,Roos; Heikkila,2009,NA,article-journal,Latin,en,anystyle
1830_a2,1830,2,"Postfazione a Zampolli Antonio, Filologia e informatica: le origini della filologia computazionale",Bozzi,2004,NA,article-journal,Latin,it,anystyle
1830_a3,1830,3,Design of Cultural Heritage Information Systems based on Information Layers,Soler; Torres; León; Luzón,2013,NA,article-journal,Latin,en,anystyle
1830_a4,1830,4,Logic and social choice theory,Endriss,2011,NA,chapter,Latin,NA,anystyle
1830_a5,1830,5,Computational Linguistics and Classical Lexicography,Bamman; Crane,2009 2014-03,NA,article-journal,Latin,NA,anystyle
1830_a6,1830,6,"Where We Are with Electronic Scholarly Editions, and Where We Want to Be",Robinson,2004 2014-03,NA,article-journal,Latin,en,anystyle
1830_a7,1830,7,Informatica testuale - teoria e prassi,Orlandi,2010,NA,book,Latin,it,anystyle
1830_a8,1830,8,A data structure for representing multi-version texts online,Schmidt; Colomb,2009,NA,article-journal,Latin,en,anystyle
1830_a9,1830,9,SIMPLE: Plurilingual Semantic Lexicons for Natural Language Processing,Lenci; Calzolari; Zampolli,2003,NA,article-journal,Latin,NA,anystyle
