ref_id,work_id,ref_doi,ref_search,oa_title,correct,ref_quality,openalex_id,match_method,confidence
853_a8,853,NA,An overview of sense-making research Dervin 1983,"AN OVERVIEW OF SENSE-MAKING RESEARCH: CONCEPTS, METHODS AND RESULTS TO DATE",,anystyle,W3010150083,offline_title_fuzzy,0.898630136986302
919_a3,919,NA,An overview of sense-making research Dervin 1983,"AN OVERVIEW OF SENSE-MAKING RESEARCH: CONCEPTS, METHODS AND RESULTS TO DATE",,anystyle,W3010150083,offline_title_fuzzy,0.898630136986302
10662_r12,10662,NA,The Europeana Public Domain Charter (2010): http://pro.europeana.eu/files/Europeana_Professional/Publications/Public%20Domain%20Charter%20-%20DE.pdf [letzter Zugriff 26. August 2016].,The Europeana Public Domain Charter,,xml_bibl,W6899091437,offline_title_fuzzy,0.898591549295775
626_a46,626,NA,"Description of the Research Project.] Copy provided by author, 24 February",Description of the Research Project,,anystyle,W978444219,offline_title_fuzzy,0.898591549295775
1001_a10,1001,NA,The State of Authorship Attribution Rudman 1997,The State of Authorship Attribution Studies: Some Problems and Solutions,,anystyle,W2139593428,offline_title_fuzzy,0.898591549295775
9769_r9,9769,NA,"University of Sheffield (2019). Gate Cloud, https://cloud.gate.ac.uk/ (accessed on April 25 2019.)",イングランドにおける大学設置認可 : University of Sheffieldへの勅許状交付（1905年）に注目して,,xml_bibl,W1592524459,offline_title_fuzzy,0.898517520215633
998_a3,998,NA,Mental Spaces: Aspects of Meaning Fauconnier 1985,Mental Spaces: Aspects of Meaning Construction in Natural Language,,anystyle,W2091349213,offline_title_fuzzy,0.898461538461539
1313_a4,1313,NA,"Electronic Editions for Everyone, ” Text and Genre in Reconstruction Robinson",Electronic Editions for Everyone,,anystyle,W4298046003,offline_title_fuzzy,0.898461538461539
1466_a6,1466,NA,An OWL-DL implementation of GOLD: An ontology for the Semantic Web Farrar; Langendoen 2009,An OWL-DL Implementation of Gold,,anystyle,W2197592985,offline_title_fuzzy,0.898461538461539
628_a7,628,NA,The Indirect Authoring Paradigm Obendorf,The Indirect Authoring Paradigm – Bringing Hypertext into the Web,,anystyle,W189030511,offline_title_fuzzy,0.898412698412698
8499_a5,8499,NA,Branching Structures within the Fudge 1987,Branching Structures Within Random Walks and Their Applications,,anystyle,W2508198578,offline_title_fuzzy,0.898412698412698
1506_a8,1506,NA,The Pilot Project of the Electronic Peirce Consortium Neuman; Keeler; Kloesel; Ransdell; Renear 1992,The pilot project of the Italian Neurofibromatosis Register,,anystyle,W7061178307,offline_title_fuzzy,0.898382652123917
11015_r7,11015,NA,"OPERA. Spektrum des europäischen Musiktheaters in Einzeleditionen (2013ff.), hg. von Thomas Betzwieser, Kassel: Bärenreiter (bislang 3 Bde.)",Opera Spektrum des europäischen Musiktheaters in Einzeleditionen ; historisch-kritische Hybridausgaben,,xml_bibl,W7051491482,offline_title_fuzzy,0.898374789349511
7905_a4,7905,NA,Vers une nouvelle édition du glosssaire latin-français l'Aalma,Vers une nouvelle édition du <i>Maugis d’Aigremont?</i>,,anystyle,W152063812,offline_title_fuzzy,0.898344471028243
1059_a4,1059,NA,"Technical, Ecological and Economic Aspects of Electrophoretic Display Grancy; Diss 2002","Technical, ecological and economic analysis of tower focus solar power plants",,anystyle,W7062465930,offline_title_fuzzy,0.898284095083172
3822_a6,3822,NA,Approach to the Integration of Scientific Data and Digital Libraries,Approach to the Integration of Folk Art Elements in Art Education,,anystyle,W3024174255,offline_title_fuzzy,0.898268202385849
1053_a18,1053,NA,The Spin-doctor and the Wolf-pack at the White,The Spin-doctor and the Wolf-pack: Rhetorics in Conflict at the White House,,anystyle,W2800200681,offline_title_fuzzy,0.898237367802585
424_a14,424,NA,Den europeiska treklövern. Källspråk och litterär kvalitet i svensk boköversättning Wollin 1998,Den europeiska treklövern. Källspråk och litterär kvalitet i svensk boköversättning. (The European trio. Source languages and Literary Quality in Swedish Book Translations.),,anystyle,W377465540,offline_title_fuzzy,0.898203592814371
4034_a1,4034,NA,Debates in the Digital Humanities. Published by the University of Minnesota Press 2016 2016,Debates in the Digital Humanities: Scholarly Publishing Across Print/Digital Streams.,,anystyle,W2885806338,offline_title_fuzzy,0.898185350096036
2690_r2,2690,NA,Atlas Linguarum Europae (ALE) (2015). (Accessed: 12 March 2016).,Atlas linguarum Europae (ALE),,xml_bibl,W597310658,offline_title_fuzzy,0.898181818181818
1972_a8,1972,NA,"Text Representation and Interchange in the Digital Age"" Wittern Sep 2012","Text, Representation and Technique in Early Modern China",,anystyle,W1615424628,offline_title_fuzzy,0.898174654344867
626_a15,626,NA,The Statistical Profile of Carpenter 1990,The statistical profile of the Public Administrations,,anystyle,W7033779675,offline_title_fuzzy,0.89811320754717
10564_r2,10564,NA,Akademie der Wissenschaften und der Literatur Mainz (o. J.b): Regesta Imperiihttp://www.regesta-imperii.de/startseite.html [letzter Zugriff 16. Februar 2016].,"Akademie der Wissenschaften und der Literatur Mainz, Editor",,xml_bibl,W7045185347,offline_title_fuzzy,0.898105608849711
1584_a5,1584,NA,"Cultural Identity and Diaspora Identity: Community, Culture, Difference Hall 1990",Cultural Identity and Diversity in the Carpathian Euroregion,,anystyle,W7018353123,offline_title_fuzzy,0.898082788671024
10644_r2,10644,NA,Berlin-Brandenburgische Akademie der Wissenschaften (2016): Deutsches Textarchiv. http://www.deutschestextarchiv.de/ [letzer Zugriff 24. Mai 2016].,Berlin-Brandenburgische Akademie der Wissenschaften,,xml_bibl,W2794746432,offline_title_fuzzy,0.898076923076923
735_a8,735,NA,"Il paratesto nei documenti elettronici."" I dintorni del testo: approcci alle periferie del libro. Atti del Convegno internazionale Tomasi 2004-11-15 2004-11-18",Il paratesto nei documenti elettronici e la “biblioteconomia digitale”. A proposito del convegno I dintorni del testo: approcci alle periferie del libro,,anystyle,W1526342533,offline_title_fuzzy,0.89803967730797
1217_a25,1217,NA,Schwerpunkt Kulturtechniken und ihre Medialisierung,Schwerpunkt Kulturtechnik,,anystyle,W6987100512,offline_title_fuzzy,0.898039215686275
1500_a3,1500,NA,Intonation and Its Parts: Melody in Spoken English Bolinger 1986,Intonation and Its Parts,,anystyle,W2079503396,offline_title_fuzzy,0.897959183673469
3949_a8,3949,NA,"Technical issues and developments in methodology”, in Mapping the Dynamics of Science and Technology Courtial 1986",Technical Issues and Developments in Methodology,,anystyle,W2483026899,offline_title_fuzzy,0.897959183673469
8384_a13,8384,NA,Is Latin an SOV Language? Panhuis 1984,Is Latin an SOV Language? A Diachronic Perspective,,anystyle,W4301501496,offline_title_fuzzy,0.897959183673469
318_a13,318,NA,Technologies for Restoring and Preserving Old Documents February,Technologies for Restoring Limb Function,,anystyle,W4322629879,offline_title_fuzzy,0.897923832923833
1861_a15,1861,NA,"Text Encoding Initiative, P5, Linking, Segmentation, and Alignment",Text Encoding Initiative: P5 Guidelines,,anystyle,W6918147759,offline_title_fuzzy,0.897875464598724
79_a5,79,NA,A comparison of display technologies suitable for e-book Doane 1998,A Comparison of Display Techniques for Large Graphs,,anystyle,W7055428116,offline_title_fuzzy,0.897873694932519
1487_a2,1487,NA,The Emperor’s New Clothes: The second edition of the society’s dictionary Algeo 1990,The Emperor's New Clothes? The Utility of Identity in Roman Archaeology,,anystyle,W2334666015,offline_title_fuzzy,0.897828519385896
10747_r4,10747,NA,Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG) vom 1. September 2017. BT-Drs. 18/13014.,Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (Urheberrechts-Wissensgesellschafts-Gesetz – UrhWissG) und seine Chancen für Bibliotheken,,xml_bibl,W6959286022,offline_title_fuzzy,0.897826511500333
9163_a2,9163,NA,Achilles’ Golden Amphora in Aeschines’ Against Dué,"Achilles' Golden Amphora in Aeschines' ""Against Timarchus"" and the Afterlife of Oral Tradition",,anystyle,W2081160734,offline_title_fuzzy,0.897777777777778
8036_a4,8036,NA,University of Maryland (noted expert on user interface design Schniederman,University of Maryland names its new president,,anystyle,W4252441100,offline_title_fuzzy,0.89773171553758
8416_a7,8416,NA,"The full-spectrum text-analysis spreadsheet, Digital Humanities 2013: Conference Abstracts Hoover 2013",The Full-Spectrum Text-Analysis Spreadsheet.,,anystyle,W2886417752,offline_title_fuzzy,0.897727272727273
451_a5,451,NA,Computation into Criticism: A Study of Jane Burrows,Computation into Criticism: A Study of Jane Austen's Novels and an Experiment in Method,,anystyle,W2316815835,offline_title_fuzzy,0.897674418604651
541_a11,541,NA,Computation into Criticism: A study of Jane Burrows,Computation into Criticism: A Study of Jane Austen's Novels and an Experiment in Method,,anystyle,W2316815835,offline_title_fuzzy,0.897674418604651
796_a9,796,NA,Computation into Criticism: A Study of Jane Burrows,Computation into Criticism: A Study of Jane Austen's Novels and an Experiment in Method,,anystyle,W2316815835,offline_title_fuzzy,0.897674418604651
8450_a30,8450,NA,Fast Algorithms for the Editing Distance Between Trees and Related Problems,Fast algorithms for the unit cost editing distance between trees,,anystyle,W2035582095,offline_title_fuzzy,0.897640536723164
1608_a1,1608,NA,Our Cultural Commonwealth: The report of the ACLS Commission on Cyberinfrastructure for the Humanities and Social Sciences Learned Societies 2006,Our Cultural Commonwealth: The report of the American Council of Learned Societies Commission on Cyberinfrastructure for the Humanities and Social Sciences,,anystyle,W2196673986,offline_title_fuzzy,0.897638724911452
17_a2,17,NA,The Mega-Universities and Knowledge Media Daniel 1996,The mega-universities and knowledge media : technology strategies for higher education,,anystyle,W1580198843,offline_title_fuzzy,0.897619047619048
8007_a1,8007,NA,Using TACT with Electronic Texts: Text Analysis Computing Tools Version 2.1 With CD-ROM Lancashire; John Bradley; McCarty; Stairs; Wooldridge 1996,Using Tact With Electronic Texts: A Guide to Text-Analysis Computing Tools : Version 2.1 for MS-DOS and PC DOS,,anystyle,W1508110294,offline_title_fuzzy,0.89759627824179
1051_a18,1051,NA,Identification and the Study of Manuscript Characteristics,Identification and the Search for Identity,,anystyle,W2036396563,offline_title_fuzzy,0.89759301533902
632_a8,632,NA,Gran Diccionario de la Lengua Española” La formación de las palabras en español” Planeta; Ezquerra 1996 2002,Gran diccionario de la lengua española,,anystyle,W1600919517,offline_title_fuzzy,0.897435897435898
870_a12,870,NA,Die digitale Edition im Heinrich-Heine Liedtke,"Die digitale Edition im Heinrich-Heine-Portal – Probleme, Prinzipien, Perspektiven",,anystyle,W3045497111,offline_title_fuzzy,0.897435897435898
1431_a6,1431,NA,Using literature to understand authors: The case for computerized text analysis Pennebaker; Ireland 2011,Using literature to understand authors,,anystyle,W2001572571,offline_title_fuzzy,0.897435897435898
1594_a11,1594,NA,Computational Approaches to a Catalogue Raisonné of Pablo Picasso's Works Meneses; Monroy; Furuta; Mallen 2011,Computational approaches to analyzing weblogs : papers from the AAAI Spring Symposium,,anystyle,W365972403,offline_title_fuzzy,0.89743381996229
4053_a9,4053,NA,Computational Approaches to a Catalogue Raisonné of Pablo Picasso's Works Meneses; Monroy; Furuta; Mallen 2011,Computational approaches to analyzing weblogs : papers from the AAAI Spring Symposium,,anystyle,W365972403,offline_title_fuzzy,0.89743381996229
1264_a16,1264,NA,Die ältesten Evangelienhandschriften Schepss 1887,Die ältesten Evangelienhandschriften der Würzburger Universitätsbibliothek,,anystyle,W6892125279,offline_title_fuzzy,0.897297297297297
2109_a1,2109,NA,"Quantitative Formalism: An Experiment, Stanford Literary Lab Pamphlet Series Allison; Heuser; Jockers; Moretti; Witmore 2011",Quantitative formalism : an experiment,,anystyle,W3014779790,offline_title_fuzzy,0.897297297297297
6518_r7,6518,NA,University College London UCL Transcribe Bentham http://blogs.ucl.ac.uk/transcribe-bentham/ (accessed 24 April 2018).,"University College, London: A Chapter in Medical Education.1",,xml_bibl,W4243954422,offline_title_fuzzy,0.897240943095815
3981_a8,3981,NA,The History of Humanities Computing” in A Companion to Digital Humanities Hockey 2004,The History of Humanities Computing,,anystyle,W1518267368,offline_title_fuzzy,0.897222222222222
4073_a17,4073,NA,Literary Anthologies and the Representation of the Nation 2013,LITERARY ANTHOLOGIES AND THE MAKING OF AMERICAN LITERATURE,,anystyle,W7057821794,offline_title_fuzzy,0.897194012176443
1023_a3,1023,NA,The Dark Side of the Landscape: The Barrell 1980,The dark side of the landscape: Kehinde Wiley and the Black Sublime,,anystyle,W6999617896,offline_title_fuzzy,0.897147950089127
29_a14,29,NA,Extensible Markup Language (XML) 1.0 W3C Recommendation 10-February-1998 1998,Extensible Markup Language (XML) 1.1,,anystyle,W6991228710,offline_title_fuzzy,0.897142857142857
380_a3,380,NA,'How to edit a seventeenth-century manuscript: principles and practice' 'Anticipating Technical Advance in Recreating a Scattered Correspondence Hunter; Lucas; Short 1995 1999,HOW TO EDIT A SEVENTEENTH-CENTURY MANUSCRIPT: PRINCIPLES AND PRACTICE,,anystyle,W975197554,offline_title_fuzzy,0.897142857142857
775_a1,775,NA,"""Medieval Manuscripts, Hypertext and Carlquist","Medieval Manuscripts, Hypertext and Reading. Visions of Digital Editions",,anystyle,W2019520758,offline_title_fuzzy,0.897142857142857
6447_r5,6447,NA,"Skinner, Quentin. El artista y la Filosofía Política. Madrid: Cambridge University Press: 2009.",". Skinner, Quentin. El artista y la filosofía política: el Buen Gobierno de Ambrogio Lorenzetti. Madrid: Trotta, 2009, 150 p",,xml_bibl,W3198569779,offline_title_fuzzy,0.897129740260505
533_a8,533,NA,An introduction to A New Computer-Assisted Literary,An Introduction to a New Drum Centrifuge at DUT,,anystyle,W1989432744,offline_title_fuzzy,0.897075511055486
1223_a32,1223,NA,Sustainable Digital Ecosystem for Idea Sharing',SUSTAINABLE DIGITAL ECOSYSTEMS IN THE TEXTILE INDUSTRY,,anystyle,W7062307361,offline_title_fuzzy,0.897061191626409
149_a8,149,NA,Lingvisticae Investigationes: Revue internationale de linguistique francaise et de linguistique generale 2000 1998/1999,Lingvisticae investigationes : international journal of linguistics and language resources,,anystyle,W7030052767,offline_title_fuzzy,0.896928018044523
78_a4,78,NA,Corpus linguistics comes of age. Directions in corpus linguistics Svartvik 1992,Corpus linguistics comes of age,,anystyle,W4242576242,offline_title_fuzzy,0.896875
2140_a3,2140,NA,Digital Methods: Five Challenges. Understanding Digital Humanities Rieder; Rohle 2012,Digital Methods: Five Challenges,,anystyle,W2504209481,offline_title_fuzzy,0.896875
1868_a11,1868,NA,Disposiciones Generales para la Actividad Editorial de la UNAM 2007,Disposiciones generales en materia de administración local gallega,,anystyle,W2735324659,offline_title_fuzzy,0.896813294232649
7904_a11,7904,NA,Computing in the Humanities Working Papers/Text Technology,"Computing in the Humanities, an",,anystyle,W7096071742,offline_title_fuzzy,0.896781609195402
905_a31,905,NA,Game-Based and Innovative Learning Approaches,"Game-Based and Innovative Learning Approaches. A Symposium in conjunction with SIG-GLUE, Part 2",,anystyle,W2208178027,offline_title_fuzzy,0.896774193548387
1119_a4,1119,NA,'Ten Years Of Ismir: Reflections 2009,Ten Years Of Ismir: Reflections On Challenges And Opportunities.,,anystyle,W6930925591,offline_title_fuzzy,0.896774193548387
10021_r7,10021,NA,Internet Culturale. Cataloghi i Colleczioni Digitali Delle Biblioteche Italiane. http://www.internetculturale.it/opencms/opencms/it/index.html (accessed 10 April 2019).,“Internet Culturale. Cataloghi e Collezioni digitali delle biblioteche italiane”. La nuova versione del portale,,xml_bibl,W1515140250,offline_title_fuzzy,0.896760898589424
1488_a2,1488,NA,"The Geospatial Semantic Web, Pareto GIS, and the Humanities Harris; Rouse; Bergeron 2010",THE GEOSPATIAL SEMANTIC WEB - Are GIS Catalogs prepared for This?,,anystyle,W169151292,offline_title_fuzzy,0.896728919071873
6424_r3,6424,NA,Packard Humanities Institute Latin Author List: http://latin.packhum.org/browse,Packard Humanities Institute Greek Inscriptions,,xml_bibl,W6921723932,offline_title_fuzzy,0.896694752106408
8003_a5,8003,NA,"Terminology Extraction from Text Corpora: Application to Document-Keeping Via Internet"" Jacquin; Liscouet 1996",Terminology extraction from text to build an ontology in surgical intensive care.,,anystyle,W1539046013,offline_title_fuzzy,0.89667149958575
10980_r5,10980,NA,The British Newspaper Archive: [letzter Zugriff 29. August 2019].,The British Newspaper Archive,,xml_bibl,W2918904443,offline_title_fuzzy,0.896666666666667
609_a26,609,NA,Desire in Language. A Semiotic Kristeva 1980,Desire in Language: A Semiotic Approach to Literature and Art,,anystyle,W1994595102,offline_title_fuzzy,0.896666666666667
7071_a8,7071,NA,Zur linguistischen Synergetik Koehler 1986,Zur linguistischen Synergetik : Struktur und Dynamik der Lexik,,anystyle,W389592494,offline_title_fuzzy,0.896666666666667
2021_a2,2021,NA,WordCruncher*: Problems of Multilingual Usage Literary and Linguistic Computing 4(2):135-140 Kammer 1989,WordCruncher: Problems of Multilingual Usage,,anystyle,W2070840142,offline_title_fuzzy,0.896629213483146
2051_a6,2051,NA,Thematic Research Collections’.Companion to Digital Humanities’ Palmer 2004,Thematic research collections and women's studies,,anystyle,W2067317282,offline_title_fuzzy,0.896581404543934
9917_r22,9917,NA,"Nünning, Vera / Nünning, Ansgar (2010): Methoden der literatur- und kulturwissenschaftlichen Textanalyse. Ansätze – Grundlagen – Modellanalysen. Stuttgart: Metzler.","Nünning, Vera; Nünning, Ansgar (Hrsg.): Methoden der literatur- und kulturwissenschaftlichen Textanalyse. Ansätze – Grundlagen – Modellanalysen",,xml_bibl,W2612294391,offline_title_fuzzy,0.89645854989605
10836_r29,10836,NA,"Nünning, Vera / Nünning, Ansgar (2010): Methoden der literatur- und kulturwissenschaftlichen Textanalyse. Ansätze – Grundlagen – Modellanalysen. Stuttgart: Metzler.","Nünning, Vera; Nünning, Ansgar (Hrsg.): Methoden der literatur- und kulturwissenschaftlichen Textanalyse. Ansätze – Grundlagen – Modellanalysen",,xml_bibl,W2612294391,offline_title_fuzzy,0.89645854989605
1358_a1,1358,NA,Preliminary Proposal to Encode Classical Yi Characters 2011-03-14,Preliminary Proposal to Encode Tani Lipi in the UCS,,anystyle,W7097475069,offline_title_fuzzy,0.896451914098973
1790_a6,1790,NA,"Textual Research on the Dream of the Red Chamber, reprinted by Yuandong Publishing Hu 1985",Textual Research on the Dates of Song Zhengbi and his Elder Brother Song Cunbiao,,anystyle,W2377090755,offline_title_fuzzy,0.896410934744268
3836_a7,3836,NA,Introduction: Making Critical Making Hertz 2012 2012,Introduction: Making Critical Sense of HRM in a Globalised World,,anystyle,W178472941,offline_title_fuzzy,0.896339869281046
10458_r6,10458,NA,"Ruecker, Stan / Radzikowska, Milena / Sinclair, Stéfan (2011): Visual interface design for digital cultural heritage. A guide to rich-prospect browsing. Farnham: Ashgate.","RUECKER, Stan, RADZIKOWSKA, Milena and SINCLAIR, Stéfan. Visual interface design for digital cultural heritage: A guide to rich-prospect browsing. Farnham: Ashgate Publishing. 2011.",,xml_bibl,W1479853300,offline_title_fuzzy,0.896333783175889
4085_a1,4085,NA,Scholarly publishing as an economic public good Courant; Jones 2015,Scholarly Publishing as an Archaeological Practice,,anystyle,W2285864796,offline_title_fuzzy,0.896316421167485
1842_a12,1842,NA,People of the Founding Era Perdue,People of the Founding Era: A Prosopographical Approach,,anystyle,W1682889523,offline_title_fuzzy,0.896296296296296
8488_a11,8488,NA,Zum Stand der Kodifizierung romanischer,Zum Stand der Kodifizierung romanischer Kleinsprachen : Romanistisches Kolloquium V,,anystyle,W654119235,offline_title_fuzzy,0.896296296296296
1920_a8,1920,NA,Participation as a way of creating new audiences ?” Dijk; Prats Lopez 2013 2013-06,Participation as a way of life,,anystyle,W2905381287,offline_title_fuzzy,0.896190476190476
6513_r3,6513,NA,Digital Public Library of America (2015). Strategic Plan 2015-2017. Boston: DLPA. https://dp.la/info/wp-content/uploads/2015/01/DPLA-StrategicPlan_2015-2017-Jan7.pdf,Digital Public Library of America ist online,,xml_bibl,W6917837751,offline_title_fuzzy,0.896167723749119
7715_a12,7715,NA,Corpora and Corpus-Based Morpho-Lexical Processing Tufis; Barbu; M.; V.; G.; C 1997,Corpora and Corpus-Based Morpho-Lexical Processing 37 Corpora and Corpus-Based Morpho-Lexical Processing,,anystyle,W7100418308,offline_title_fuzzy,0.896153846153846
7730_a4,7730,NA,Second Language Instruction Does Make a Difference: Evidence from an Empirical Study of SL Relativization Doughty; Graaf 1991 1997,Second Language Instruction Does Make a Difference,,anystyle,W2156989642,offline_title_fuzzy,0.896153846153846
571_a5,571,NA,Association for Literary and Linguistic Computing and the Association for Computers and the Humanities 2004-06-11,Association for literary and linguistic computing,,anystyle,W4253658194,offline_title_fuzzy,0.896078431372549
624_a13,624,NA,Association for Literary and Linguistic Computing and the Association for Computers and the Humanities 2004-06-11,Association for literary and linguistic computing,,anystyle,W4253658194,offline_title_fuzzy,0.896078431372549
6309_r11,6309,NA,"Orlando: Women’s Writing in the British Isles from the Beginnings to the Present. Eds. Susan Brown, Patricia Clements and Isobel Grundy. Cambridge: Cambridge University Press. 2006-2016. [Textbase. Updated semi-annually.] orlando.cambridge.org/.","Orlando: Women's Writing in the British Isles from the Beginnings to the Present, edited by Susan Brown, Patricia Clements, and Isobel Grundy",,xml_bibl,W1984482795,offline_title_fuzzy,0.896063982118535
4082_a6,4082,NA,The Science Question in Feminism and the Privilege of Partial Perspective Haraway 1988,The Science Question in Feminism. S. Harding.,,anystyle,W2303162483,offline_title_fuzzy,0.896020874103066
4111_a1,4111,NA,"Amended Settlement Agreement: Authors Guild, Inc., et al., v Google Inc 2009",AMENDED SETTLEMENT AGREEMENT TABLE OF CONTENTS,,anystyle,W7097117625,offline_title_fuzzy,0.896008400093335
10138_r5,10138,NA,"KB, Nationale Bibliotheek. Blog | KB LAB http://lab.kb.nl/about-us/blog (accessed 3 April 2019b).","KB, nationale bibliotheek",,xml_bibl,W4410284681,offline_title_fuzzy,0.896
1065_a1,1065,NA,Toward a Critical Technical Practice Agre 1997,Toward a Critical Technical Practice: Lessons Learned in Trying to Reform AI,,anystyle,W2556006062,offline_title_fuzzy,0.896
8504_a3,8504,NA,Subjective Understanding Carbonell 1979,Subjective understandings of young people’s agency,,anystyle,W3156826412,offline_title_fuzzy,0.896
2043_a15,2043,NA,"The Past in the Present: Part I Epistemological challenges of computer-assisted teaching, Part II Sweeny 1997/8",The past in the present: The Russian exodus to Georgia and the temporalities of misfitting,,anystyle,W7131062855,offline_title_fuzzy,0.895925632112619
643_a5,643,NA,"Hypertext, and the History of Writing",Hypertext and the History of Psychology: A Computer Application,,anystyle,W4251494219,offline_title_fuzzy,0.895919098822325
8038_a33,8038,NA,Causal Cohesion and Story Coherence Strategies of Discourse Comprehension Trabasso; Secco; Broek 1984 1983,Causal Cohesion and Story Coherence.,,anystyle,W2125762518,offline_title_fuzzy,0.895890410958904
642_a20,642,NA,Textual Images and Visual Readings Biblioteca Cervantes 2,Textual Images and Visual Texts. Comparative Languages,,anystyle,W2768403249,offline_title_fuzzy,0.895857979649699
1240_a19,1240,NA,An integrated model for multiple annotations and its application in a linguistic domain',An Integrated Model for Simulating Activities and Optimizing Space Function in Educational Facility,,anystyle,W3140813895,offline_title_fuzzy,0.895830762968279
1242_a97,1242,NA,Architecture in Medieval India: The Tughluqs',"Architecture in Medieval India: Forms, Contexts, Histories",,anystyle,W571905688,offline_title_fuzzy,0.895827666990458
6539_r5,6539,NA,"Biblioteca Virtual Miguel de Cervantes (1999) . Biblioteca Virtual Miguel de Cervantes, http://www.cervantesvirtual.com/ (Accessed 22 Sep. 2017).",Biblioteca Virtual Miguel de Cervantes : Miguel de Cervantes,,xml_bibl,W7036514666,offline_title_fuzzy,0.895818048422597
1680_a4,1680,NA,"The Piers Plowman Electronic Archive, Vol 7: Bodleian Library Ms Rawlinson Poetry 38 (R Langland 2011","The Piers Plowman Electronic Archive, Vol. 8: Cambridge, Cambridge University Library MS Gg.4.31 (G)",,anystyle,W7135895953,offline_title_fuzzy,0.895799446863277
619_a9,619,NA,Technology and Literary Theory Guidelines for Electronic 1997,Technology and Literary Criticism,,anystyle,W4415506443,offline_title_fuzzy,0.895725108225108
10917_r7,10917,NA,"Shannon, Claude Elwood / Weaver, Warren (1963):The Mathematical Theory of Communication Champaign: Illinois University Press.","Shannon, Claude Elwood / Weaver, Warren: The Mathematical Theory of Communication",,xml_bibl,W3106425328,offline_title_fuzzy,0.895704003598741
1680_a1,1680,NA,"A Progress Report on The Piers Plowman Electronic Archive, Digital Medievalist Duggan; Lyman 2004",A PROGRESS REPORT ON THE DEVELOPMENT OF AN ARTIFICIAL HEART.,,anystyle,W2410462615,offline_title_fuzzy,0.89565825194728
1926_a5,1926,NA,What stakeholders think of enhanced publications Sondervan 2014 2013,What Stakeholders Think About Moving To Secondary School,,anystyle,W2970311953,offline_title_fuzzy,0.895528792912514
10006_r7,10006,NA,"EDR: Epigraphic Database Roma, http://www.edr-edr.it/ (accessed November 12, 2018).",EDR - Epigraphic Database Roma Epidoc files,,xml_bibl,W6911955410,offline_title_fuzzy,0.895521064301552
10033_r3,10033,NA,"Roy Rosenzweig Center for History and New Media (CHNM). “Digital History and Argument.” White Paper. November 13, 2017.",Roy Rosenzweig Center for History and New Media Website Archive,,xml_bibl,W6903771659,offline_title_fuzzy,0.895497835497836
1855_a4,1855,NA,Le Psautier d'Arundel : une nouvelle édition Section 13: Philologie textuelle et éditoriale Pignatelli; Lavrentiev 2013 2013-07,Le Psautier d'Arundel : une nouvelle édition,,anystyle,W2599597162,offline_title_fuzzy,0.895454545454546
897_a10,897,NA,Guidelines for Editors of Scholarly Editions,Guidelines for Editors of the IEEE Computer Society,,anystyle,W4233607073,offline_title_fuzzy,0.895431091096726
1868_a4,1868,NA,Guidelines for Editors of Scholarly Editions 2011 2011,Guidelines for Editors of the IEEE Computer Society,,anystyle,W4233607073,offline_title_fuzzy,0.895431091096726
1802_a2,1802,NA,Initial Thoughts on the Google Books Ngram Viewer and Datasets Cohen 2010,INITIAL THOUGHTS ON THE DESIGN OF A CABLE-STAYED BRIDGE.,,anystyle,W2139664412,offline_title_fuzzy,0.895430007780238
710_a2,710,NA,Algirdas Julien Greimas: Du sens II: Essais sémiotiques In,Algirdas Julien Greimas et la science des signes,,anystyle,W7064010116,offline_title_fuzzy,0.895395327942498
2089_a3,2089,NA,Arabic Papyri and Islamic Egypt. The Oxford Handbook of Papyrology Sijpesteijn 2009,Arabic Papyri and Islamic Egypt,,anystyle,W2296501099,offline_title_fuzzy,0.895384615384615
3871_a3,3871,NA,TextTiling: Segmenting Text into Hearst 1997,TextTiling: segmenting text into multi-paragraph subtopic passages,,anystyle,W1828401780,offline_title_fuzzy,0.895384615384615
3953_a2,3953,NA,Representations of Sentences and Documents,Representations of Sentence Meaning in the Brain,,anystyle,W6906308057,offline_title_fuzzy,0.895357142857143
4166_a8,4166,NA,Technology Resources and Tools for Digital Humanities,TECHNOLOGY RESOURCES AND DIGITAL COMPETITION INITIAL TEACHER,,anystyle,W185925328,offline_title_fuzzy,0.895298742138365
587_a6,587,NA,Iconography and iconology: An introduction to the study of Renaissance art Panofsky 1955,Iconography and iconology in Caravaggio a catholic key to understanding the works,,anystyle,W7077314316,offline_title_fuzzy,0.895262399317466
1866_a9,1866,NA,Is There Anybody Out There? Building a global Digital Humanities community Galina 2013,Is there anybody out there? - social inclusion through education and training,,anystyle,W7118151771,offline_title_fuzzy,0.89525396237725
1912_a9,1912,NA,Is There Anybody Out There? Building a global Digital Humanities community Galina 2013,Is there anybody out there? - social inclusion through education and training,,anystyle,W7118151771,offline_title_fuzzy,0.89525396237725
1994_a6,1994,NA,Is There Anybody Out There? Building a Global Digital Humanities Community Galina 2013-07-19 2013-09-04,Is there anybody out there? - social inclusion through education and training,,anystyle,W7118151771,offline_title_fuzzy,0.89525396237725
