citing_country,AT,AU,BR,CA,CH,CN,DE,ES,FI,FR,GB,IL,IT,NG,NO,PT,RU,SE,US,AE,AF,AR,BD,BE,BH,CL,CO,CZ,DK,EG,GR,HK,HU,ID,IE,IN,IS,JO,JP,KR,LB,LU,MO,MT,MX,MY,NL,NZ,PH,PK,PL,PS,QA,RO,SA,SG,TJ,TN,TW,ZA,CR,EC,EE,KE,RS,SD,TR,AM,BA,BG,BN,BO,BY,CU,CY,DZ,GH,HR,IR,LI,LT,LV,MA,MC,ML,MN,MU,OM,PE,SI,SK,UA,VE,VN,KH,KW,LK,PF,TH,UY,UZ,ZW,AZ,GE,BI,MK,MM,NP,AO,IQ,SS,SO,GP,GY,KZ,MD,ME,PR,SY,TZ,DO,FJ,GU,CM,AL,BJ,CW,ET,FK,GT,KY,MZ,NA,PG,RW,TT,VA,XK,YE,GL,BS,BW,KG,MQ,UG,CG,SL,PA,SM,VI,JM,MF,MV,RE,SN,TG,BB,GM,LR,MR,ZM,JE,MS,VU,VG,KP,SV,HN,BM,LY,MW,CD,GA,LS,NI
NO,12,31,4,43,22,19,47,19,12,21,137,10,29,1,46,8,5,20,251,0,0,0,0,10,0,2,1,8,16,0,13,3,5,1,14,1,1,0,8,5,0,0,0,1,2,1,30,3,0,0,3,0,0,1,0,2,0,0,1,6,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NP,0,0,0,2,1,2,5,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZ,1,16,1,20,8,2,19,5,3,10,66,2,13,0,1,6,0,2,104,0,0,0,0,1,1,1,0,0,3,0,7,3,0,0,3,0,0,0,4,1,0,1,0,0,2,1,12,27,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE,2,5,1,3,2,11,12,1,0,4,6,7,4,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH,0,5,0,8,3,4,9,2,1,8,10,3,2,0,0,1,0,0,59,1,0,0,0,3,0,0,0,0,4,1,1,2,0,1,2,5,0,0,1,2,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PK,5,11,4,3,6,14,21,7,2,7,29,0,10,0,1,4,0,1,49,1,1,1,2,0,0,0,0,2,3,1,1,2,0,2,5,5,0,1,8,5,0,0,1,0,0,0,4,1,1,17,3,0,1,1,2,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,17,44,8,48,22,41,109,29,14,46,150,17,62,0,8,4,4,17,317,3,0,1,4,36,0,1,1,5,15,2,13,12,6,1,5,13,1,0,9,6,0,2,1,0,5,4,53,7,0,2,151,0,1,3,1,2,0,0,5,3,0,0,4,0,0,0,10,0,2,1,0,0,0,0,2,0,0,2,1,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,0,1,0,0,0,1,2,0,0,2,4,1,0,0,1,0,1,2,21,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS,0,0,0,1,1,1,0,2,2,1,4,1,6,0,0,1,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT,4,27,28,29,18,20,53,39,14,37,133,8,49,0,10,106,2,23,196,0,0,1,1,16,0,7,0,5,11,2,20,3,4,1,15,4,1,0,7,2,1,2,1,1,3,1,28,15,1,3,4,0,2,4,4,3,0,0,2,4,0,1,5,0,1,0,7,0,0,3,0,0,0,2,2,0,1,2,2,0,0,1,2,0,0,0,0,0,1,5,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA,1,12,2,8,4,6,10,8,0,5,18,6,11,0,1,0,0,0,62,1,0,0,0,7,0,0,0,0,1,3,5,1,0,2,2,4,0,0,2,2,2,0,1,0,4,4,10,2,0,0,0,0,12,0,3,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE,1,4,1,6,1,0,7,1,1,5,21,1,3,0,0,0,0,1,87,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,5,17,4,8,7,7,28,11,7,16,40,1,32,0,2,4,4,5,79,0,0,1,0,5,0,0,1,13,2,0,12,1,1,0,2,0,0,0,2,3,0,0,0,1,3,2,14,0,1,0,3,0,0,21,0,0,1,0,2,2,0,0,7,0,1,0,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RS,2,2,1,5,2,5,10,4,0,5,14,1,8,1,1,0,0,2,42,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,13,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RU,14,39,11,55,19,58,94,36,17,43,159,15,22,0,11,6,189,22,298,2,0,1,0,20,0,3,0,11,15,3,8,7,7,7,13,21,0,1,9,7,0,1,0,1,2,8,44,3,2,0,14,0,1,3,2,6,5,0,5,3,0,1,3,0,1,0,7,0,0,3,0,0,0,0,1,0,0,2,35,0,1,0,0,0,0,0,0,0,0,5,2,2,0,3,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RW,0,1,0,2,0,37,2,3,0,0,5,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,7,12,5,15,7,13,36,14,0,10,43,14,33,0,4,4,6,5,125,1,0,2,1,1,0,1,0,2,9,3,8,2,0,8,3,6,0,1,12,4,1,0,0,0,1,1,8,2,0,1,2,1,2,0,12,1,0,0,1,1,0,0,0,0,2,0,3,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SE,33,59,8,60,27,19,113,42,49,37,272,13,45,1,37,5,9,162,402,0,0,1,3,16,0,3,1,10,29,1,23,7,2,0,21,9,4,1,19,4,0,0,0,0,8,0,66,6,1,1,3,0,0,1,0,5,0,2,4,3,0,1,1,0,1,0,10,0,0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SG,10,28,4,27,2,25,46,6,7,16,88,4,16,2,2,8,2,6,187,0,0,0,0,5,0,1,0,2,9,0,7,2,2,5,5,2,1,0,5,8,0,0,1,1,3,3,20,1,1,0,0,0,0,0,0,61,0,0,7,5,0,1,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SI,3,13,7,22,18,15,35,13,9,13,53,3,18,1,6,10,0,10,108,5,0,1,2,10,0,2,0,13,7,2,8,3,9,1,6,3,2,0,7,2,0,0,0,2,1,4,50,0,0,0,6,0,1,1,2,1,0,0,2,3,0,0,1,0,1,0,2,0,1,2,0,0,0,0,0,2,0,10,3,0,2,2,0,0,0,0,0,0,2,42,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,5,0,1,2,8,13,8,9,1,2,10,2,10,0,0,2,0,2,25,0,0,1,0,2,0,0,0,10,0,0,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM,2,0,0,1,0,0,0,0,1,0,4,0,8,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,0,0,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SS,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TH,1,14,6,18,7,34,20,10,4,16,76,8,19,0,4,3,0,5,128,1,0,1,1,4,0,2,1,2,9,1,7,6,1,3,4,7,0,0,9,6,1,0,2,0,0,2,17,8,0,0,0,0,1,3,2,4,0,0,11,6,0,0,1,2,2,0,1,0,1,0,0,0,0,0,3,0,2,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,0,4,0,4,6,2,5,2,1,18,6,0,7,0,0,0,0,0,26,2,0,0,0,1,2,1,0,2,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,4,0,1,0,1,0,1,0,5,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR,12,19,8,29,24,34,55,35,5,23,109,13,102,0,6,18,1,7,212,5,0,2,2,18,0,1,1,4,10,7,22,6,2,3,10,10,0,3,5,11,2,2,0,2,5,7,25,6,0,4,12,1,6,2,8,4,0,1,4,5,0,0,0,0,1,0,135,0,1,0,0,0,0,0,5,1,0,3,12,2,2,0,5,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TW,18,37,3,34,14,110,61,37,9,41,144,12,45,0,8,10,8,15,323,5,0,0,0,11,0,5,1,6,8,1,20,23,3,4,15,11,0,0,31,11,1,1,5,2,1,11,34,19,1,4,4,0,1,7,5,10,0,1,172,7,0,0,0,0,1,0,17,0,0,1,0,0,0,0,3,0,2,3,76,1,0,0,1,0,0,0,1,0,0,0,0,2,0,12,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZ,0,0,0,1,0,2,0,1,0,0,3,0,0,0,1,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UA,9,17,4,15,6,32,14,12,5,15,45,9,11,1,4,9,4,14,81,0,0,0,1,4,1,0,0,2,6,3,6,3,0,2,3,10,0,0,0,4,0,0,0,0,1,1,6,0,1,1,7,0,0,3,1,5,0,0,3,3,1,0,2,1,1,0,5,0,1,6,0,0,0,0,0,0,1,0,2,0,1,1,2,0,0,0,0,0,0,1,1,57,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,194,636,99,1000,283,485,1077,307,187,547,2527,182,530,12,116,63,85,217,8888,21,0,17,12,223,1,44,17,65,136,20,172,88,38,30,201,142,11,14,217,118,4,16,4,4,58,30,564,124,7,24,74,0,8,16,17,98,2,5,79,78,3,6,20,12,3,0,63,1,1,7,0,3,0,1,29,4,11,7,27,2,10,5,8,0,1,2,1,5,18,30,24,3,3,8,4,2,6,1,23,3,1,0,0,0,1,3,0,1,0,9,11,2,0,1,3,1,0,8,0,7,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,1,1,4,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,2,0,0,1,2,1,1
UZ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VE,1,1,0,0,0,0,1,7,0,1,3,0,1,0,0,0,0,1,5,1,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VN,3,9,2,4,3,92,10,6,4,9,24,0,8,1,2,15,6,3,65,0,0,0,0,2,0,3,0,2,0,1,0,5,0,0,4,1,0,2,7,8,0,0,0,0,0,2,9,0,0,1,0,0,0,4,5,3,0,0,2,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XK,1,0,0,0,0,2,1,1,3,1,12,0,2,0,0,0,0,1,9,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,4,10,4,11,10,20,47,18,2,16,46,1,53,5,2,4,2,5,120,0,0,0,3,5,2,1,0,4,3,1,21,1,2,2,4,5,0,2,8,7,1,1,0,0,0,6,9,4,0,1,6,0,0,3,3,6,0,0,4,21,0,0,2,1,1,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZW,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
