citing_country,AE,AF,AR,AT,AU,BD,BE,BH,BR,CA,CH,CL,CN,CO,CZ,DE,DK,EG,ES,FI,FR,GB,GR,HK,HU,ID,IE,IL,IN,IS,IT,JO,JP,KR,LB,LU,MO,MT,MX,MY,NL,NO,NZ,PH,PK,PL,PS,PT,QA,RO,RU,SA,SE,SG,TJ,TN,TW,US,ZA,CR,EE,KE,BA,BY,CU,CY,DZ,EC,GH,HR,IR,LT,LV,MA,MC,ML,MN,PE,SI,SK,TR,UA,BG,KH,KW,LK,OM,RS,UY,UZ,VN,ZW,AZ,BN,MK,NP,NG,TH,BO,VE,SS,SO,GP,IQ,MD,ME,PR,TZ,BI,DO,GU,SY,CM,ET,FJ,FK,GE,KY,KZ,LI,MZ,NA,PG,RW,TT,XK,YE,MU,BS,AL,AM,KG,MM,UG,CG,SL,SM,VI,PF,TG,GT,JM,MR,PA,ZM,VA,MS,LY,VG,KP,PY,MQ,SD,SN,RE,BW,BM,BB,GA
PT,0,0,0,3,14,1,14,0,11,16,14,4,14,0,3,40,5,0,32,7,28,98,18,2,3,0,7,7,3,0,39,0,5,2,1,0,0,0,3,1,16,4,9,0,1,1,0,61,0,2,2,3,13,2,0,0,2,136,3,0,1,0,0,0,2,2,0,1,1,1,2,0,0,2,0,0,0,0,2,1,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA,1,0,0,1,12,0,7,0,2,8,4,0,6,0,0,10,1,3,8,0,5,18,5,1,0,2,2,6,4,0,11,0,2,2,2,0,1,0,4,4,10,1,2,0,0,0,0,0,12,0,0,3,0,2,0,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,3,8,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,0,0,1,3,9,0,6,0,2,3,6,1,6,0,8,19,4,0,11,2,9,32,11,0,0,0,1,1,1,0,17,0,1,4,0,1,0,1,3,3,13,2,0,0,0,2,0,10,0,29,4,0,7,1,0,0,1,54,1,0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS,0,0,0,2,8,0,4,0,2,12,6,0,11,0,5,32,4,1,21,1,23,35,2,1,0,1,12,2,3,0,19,0,3,0,0,1,0,0,2,0,12,4,2,1,1,8,0,1,0,3,6,0,2,4,0,1,1,69,1,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RU,2,0,0,8,20,0,10,0,10,30,10,2,24,1,9,58,15,1,24,14,22,111,3,2,1,3,9,13,7,1,18,1,7,5,0,1,0,1,3,4,33,6,3,1,1,8,0,6,4,6,42,0,15,3,0,0,2,203,3,0,2,0,0,0,0,1,0,0,0,2,31,1,3,0,0,0,0,0,3,3,6,3,2,0,0,0,0,10,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RW,0,0,0,0,1,0,1,0,0,2,0,0,37,0,0,2,0,0,3,0,0,5,3,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,1,0,2,1,5,0,1,0,4,13,6,1,11,0,2,26,7,3,8,0,9,35,5,2,0,2,3,10,6,0,32,1,9,3,1,0,0,0,1,0,4,2,2,0,1,2,0,2,2,0,6,7,4,1,0,0,1,92,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,2,0,0,1,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,0,0,0,19,28,0,11,0,6,40,18,0,13,0,8,60,16,1,25,42,26,174,23,2,1,0,19,11,5,1,34,0,15,4,0,1,0,0,4,0,42,15,5,1,1,3,0,1,0,0,7,0,74,1,0,1,1,264,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SG,0,0,0,7,10,0,1,0,1,14,2,1,11,0,2,23,4,0,5,3,9,42,5,0,0,1,0,4,0,0,9,0,2,3,0,0,0,0,2,2,8,0,0,1,0,0,0,0,0,0,0,0,3,17,0,0,2,108,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SI,4,0,1,2,9,2,5,0,6,12,6,2,9,0,10,18,6,2,9,6,8,33,6,0,6,1,4,2,2,2,14,0,3,1,0,0,0,2,0,4,25,3,0,0,0,2,0,10,1,1,0,1,8,1,0,0,2,57,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,2,8,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,0,0,1,5,0,0,2,0,1,2,8,0,13,0,10,8,0,0,9,1,1,9,7,0,1,0,0,2,1,0,9,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,2,0,1,0,0,2,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,4,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TH,1,0,0,0,13,1,3,0,3,11,5,2,26,1,2,15,5,0,8,2,11,56,6,6,0,3,4,6,3,0,16,0,6,4,1,0,2,0,0,1,13,3,5,0,0,0,0,2,1,3,0,1,3,3,0,0,7,90,2,0,0,0,1,0,0,3,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,2,0,1,0,4,0,1,2,0,5,6,1,2,0,2,5,0,1,2,1,21,7,0,0,1,0,0,0,0,0,7,1,3,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0,1,0,0,5,0,1,0,11,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR,2,0,2,12,16,0,17,0,6,24,24,1,32,1,1,52,10,5,33,4,19,100,22,6,2,1,9,11,7,0,101,2,5,10,2,2,0,2,5,6,25,6,5,0,4,12,1,16,6,2,1,4,6,4,0,0,4,199,5,0,0,0,1,0,0,5,0,0,0,3,9,2,0,4,0,0,0,1,2,2,121,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TW,4,0,0,15,30,0,10,0,2,26,10,4,73,1,6,46,6,1,29,7,28,119,18,16,2,3,14,9,4,0,38,0,15,9,0,1,3,0,1,10,26,8,15,1,3,2,0,10,1,5,7,5,5,5,0,0,106,245,6,0,0,0,0,0,0,1,0,0,1,1,73,0,0,0,0,0,0,0,0,0,15,2,0,1,2,0,0,1,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,0,0,0,4,10,1,1,1,1,8,1,0,13,0,0,8,0,3,1,2,6,17,3,2,0,1,1,5,2,0,4,0,0,3,0,0,0,0,0,1,3,2,0,0,1,0,0,2,0,0,1,1,5,3,0,0,2,41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,17,0,7,108,404,6,152,1,54,547,189,21,328,6,41,713,73,14,181,108,408,1529,140,59,28,10,116,139,84,9,381,12,125,69,1,10,4,2,33,18,369,68,55,5,18,54,0,33,4,11,45,13,108,56,1,3,53,5134,50,0,9,7,1,0,1,20,3,2,22,3,18,1,1,3,0,1,0,16,13,7,41,2,3,2,1,3,3,3,2,0,5,0,0,0,0,1,5,11,2,0,10,2,0,6,0,0,6,2,1,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
UZ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VN,0,0,0,3,10,0,2,0,2,4,2,3,92,0,1,12,0,1,6,5,12,23,0,5,0,0,4,1,1,0,7,2,5,8,0,0,0,0,0,2,8,2,0,0,1,0,0,15,0,4,6,5,3,3,0,0,2,63,0,0,1,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,1,0,0,11,0,0,0,2,0,1,2,0,0,16,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XK,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,2,1,11,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,0,0,0,3,4,1,1,0,3,10,8,0,17,0,4,38,2,0,18,2,15,41,21,1,2,0,5,1,0,0,47,1,7,6,0,1,0,0,0,3,9,2,3,0,1,4,0,5,0,2,2,0,5,5,0,0,4,93,5,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
